date,time,team1,team2,team1_player,team2_player
20250523,18:30,NC,두산,로건,콜어빈
20250523,18:30,LG,SSG,손주영,화이트
20250523,18:30,KIA,삼성,네일,황동재
20250523,18:30,KT,키움,오원석,김윤하
20250523,18:30,롯데,한화,박세웅,와이스
