team,player_id,player_name,ERA,G,CG,SHO,W,L,SV,HLD,WPCT,TBF,NP,IP,H,2B,3B,HR,SAC,SF,BB,IBB,SO,WP,BK,R,ER,BSV,WHIP,AVG,QS
OB,68220,곽빈,4.20,19,0,0,5,7,0,0,0.417,465,1804,109 1/3,96,23,3,9,2,6,41,0,107,5,0,55,51,0,1.25,0.232,7
OB,55215,양재훈,4.24,19,0,0,0,0,1,0,-,93,380,23 1/3,19,4,0,3,0,1,8,0,19,0,0,11,11,0,1.16,0.226,0
OB,55268,최민석,4.40,17,0,0,3,3,0,0,0.500,333,1342,77 2/3,72,15,1,7,3,1,34,1,53,5,1,41,38,0,1.36,0.248,4
OB,51264,최승용,4.41,23,0,0,5,7,0,0,0.417,507,1958,116 1/3,121,20,4,8,5,3,36,0,71,4,0,60,57,0,1.35,0.265,9
OB,55257,콜어빈,4.48,28,0,0,8,12,0,0,0.400,649,2593,144 2/3,142,26,3,9,14,8,79,1,128,6,0,80,72,0,1.53,0.268,10
OB,55267,홍민규,4.59,20,0,0,2,1,1,0,0.667,151,571,33 1/3,37,6,0,4,0,3,15,0,17,4,0,19,17,0,1.56,0.280,0
OB,68200,김민규,4.66,7,0,0,1,1,0,0,0.500,47,199,9 2/3,9,3,0,1,0,4,6,0,6,0,0,5,5,0,1.55,0.273,0
OB,67263,최원준,4.71,47,0,0,4,7,0,9,0.364,456,1852,107,105,17,2,18,4,3,38,2,62,4,0,59,56,2,1.34,0.258,5
OB,50211,제환유,4.96,6,0,0,0,1,0,0,0.000,78,304,16 1/3,17,1,0,2,1,1,12,1,8,0,0,10,9,0,1.78,0.270,0
OB,67246,김명신,5.40,8,0,0,0,0,0,0,-,43,202,8 1/3,13,3,1,0,0,1,3,0,6,1,0,8,5,0,1.92,0.342,0
OB,50206,최종인,5.40,3,0,0,0,0,0,0,-,9,46,1 2/3,1,0,0,0,0,0,3,0,5,2,0,1,1,0,2.40,0.167,0
OB,61643,홍건희,6.19,20,0,0,2,1,0,0,0.667,83,341,16,18,1,0,2,2,0,15,1,15,0,0,13,11,0,2.06,0.273,0
OB,52204,이병헌,6.23,22,0,0,0,0,0,4,-,56,216,13,11,1,0,1,0,1,10,2,9,0,0,9,9,0,1.62,0.244,0
OB,52206,최지강,6.34,39,0,0,2,5,0,5,0.286,149,582,32 2/3,41,5,0,3,3,0,13,1,38,3,0,25,23,4,1.65,0.313,0
OB,68269,김호준,6.75,19,0,0,0,1,0,1,0.000,54,218,10 2/3,14,3,0,2,0,0,7,1,7,1,0,11,8,1,1.97,0.298,0
OB,52202,윤태호,6.75,10,0,0,0,1,0,1,0.000,73,287,17 1/3,16,6,0,2,2,1,5,0,16,2,0,14,13,0,1.21,0.246,0
OB,72523,고효준,6.86,45,0,0,2,1,0,9,0.667,104,441,21,29,2,1,4,2,1,14,1,19,4,0,16,16,3,2.05,0.337,0
OB,53259,최준호,8.44,9,0,0,1,2,0,0,0.333,74,305,16,18,5,0,4,0,1,9,0,11,2,0,15,15,0,1.69,0.290,0
OB,53262,김유성,8.83,7,0,0,0,2,0,0,0.000,85,385,17 1/3,17,2,0,3,0,0,14,0,22,1,0,17,17,0,1.79,0.254,0
HT,54608,김민재,0.00,1,0,0,0,0,0,0,-,8,21,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1.00,0.250,0
HT,50604,유지성,0.00,1,0,0,0,0,0,0,-,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.000,0
HT,54610,성영탁,1.55,45,0,0,3,2,0,7,0.600,198,753,52 1/3,38,6,0,2,2,1,13,0,30,1,0,11,9,0,0.97,0.209,0
HT,54640,네일,2.25,27,0,0,8,4,0,0,0.667,664,2521,164 1/3,135,18,1,6,7,2,41,0,152,4,0,46,41,0,1.07,0.225,19
HT,69516,김현수,2.45,18,0,0,0,0,0,0,-,86,309,18 1/3,17,3,1,2,1,1,13,5,11,2,0,5,5,0,1.64,0.243,0
HT,69620,김기훈,3.25,24,0,0,1,1,0,0,0.500,117,464,27 2/3,25,8,1,2,1,3,10,0,27,2,0,11,10,0,1.27,0.245,0
HT,66609,전상현,3.34,74,0,0,7,5,1,25,0.583,290,1048,70,64,15,0,4,1,3,20,3,50,3,0,30,26,7,1.20,0.242,0
HT,55633,올러,3.62,26,1,0,11,7,0,0,0.611,620,2490,149,125,25,3,8,5,6,47,0,169,2,0,64,60,0,1.15,0.226,16
HT,50662,정해영,3.79,60,0,0,3,7,27,0,0.300,275,1117,61 2/3,75,13,0,4,1,2,18,1,72,1,0,30,26,7,1.51,0.299,0
HT,63342,조상우,3.90,72,0,0,6,6,1,28,0.500,271,1113,60,64,15,0,5,6,1,27,3,55,2,0,29,26,3,1.52,0.277,0
HT,68619,윤중현,4.35,13,0,0,1,0,0,0,1.000,48,159,10 1/3,10,4,0,2,1,0,7,2,7,1,0,5,5,0,1.65,0.250,0
HT,67640,유승철,4.50,1,0,0,0,0,0,0,-,11,40,2,3,0,0,0,0,0,2,0,3,1,0,1,1,0,2.50,0.333,0
HT,55610,김태형,4.56,8,0,0,0,3,0,0,0.000,107,422,23 2/3,25,4,0,4,3,0,7,0,14,1,1,12,12,0,1.35,0.272,0
HT,65665,이준영,4.76,57,0,0,3,1,0,7,0.750,145,569,34,36,10,0,6,1,0,11,2,34,1,0,18,18,1,1.38,0.273,0
HT,69745,김도현,4.81,24,0,0,4,7,0,0,0.364,561,2068,125 1/3,149,28,4,11,7,7,33,0,71,5,1,79,67,0,1.45,0.296,9
HT,77637,양현종,5.06,30,0,0,7,9,0,0,0.438,677,2497,153,171,23,4,12,8,8,57,1,109,10,0,101,86,0,1.49,0.285,11
HT,52641,황동하,5.30,18,0,0,1,2,0,0,0.333,155,576,35 2/3,38,14,1,4,3,2,10,0,31,0,0,21,21,1,1.35,0.277,0
HT,53613,윤영철,5.58,13,0,0,2,7,0,0,0.222,227,888,50,52,7,0,4,1,2,30,0,43,4,0,37,31,0,1.64,0.269,1
HT,50641,장재혁,6.00,3,0,0,0,0,0,0,-,13,63,3,3,0,0,1,0,0,3,0,2,0,0,2,2,0,2.00,0.300,0
HT,51994,한재승,6.48,36,0,0,1,1,1,1,0.500,161,685,33 1/3,40,4,0,5,1,2,31,0,35,4,0,29,24,0,2.13,0.317,0
HT,52639,최지민,6.58,66,0,0,2,4,0,9,0.333,253,1042,53 1/3,46,7,1,5,2,3,51,0,39,4,0,40,39,0,1.82,0.238,0
HT,76225,김건국,6.85,26,0,0,0,3,0,1,0.000,216,841,46,59,9,0,11,1,3,17,0,31,3,0,38,35,1,1.65,0.311,0
HT,53615,이도현,6.92,6,0,0,1,1,0,0,0.500,65,242,13,17,5,0,1,0,1,8,0,9,1,0,11,10,0,1.92,0.309,0
HT,51648,이의리,7.94,10,0,0,1,4,0,0,0.200,193,784,39 2/3,41,9,3,6,3,2,31,0,42,1,0,37,35,0,1.82,0.266,2
HT,68928,김시훈,8.06,24,0,0,1,0,0,1,1.000,118,439,25 2/3,33,6,0,7,0,1,10,1,18,0,0,25,23,0,1.68,0.308,0
HT,55663,이호민,8.59,13,0,0,1,0,0,0,1.000,72,259,14 2/3,21,5,0,0,2,1,9,1,7,0,0,14,14,0,2.05,0.362,0
HT,60337,김대유,9.72,15,0,0,0,1,0,1,0.000,42,140,8 1/3,12,1,0,1,0,1,4,0,3,0,0,9,9,0,1.92,0.324,0
HT,62951,이형범,11.70,12,0,0,0,0,0,0,-,56,209,10,21,6,1,0,1,2,5,1,6,0,0,16,13,0,2.60,0.438,0
HT,54645,김민주,12.00,3,0,0,0,0,0,0,-,17,54,3,4,1,1,0,0,1,2,0,2,0,0,4,4,0,2.00,0.333,0
HT,62754,임기영,13.00,10,0,0,1,1,0,0,0.500,52,176,9,23,4,0,2,1,0,4,0,5,0,0,13,13,0,3.00,0.489,0
KT,50650,최용준,2.00,7,0,0,1,0,0,0,1.000,39,128,9,13,1,0,0,0,0,2,1,5,0,0,2,2,0,1.67,0.351,0
KT,73117,우규민,2.44,53,0,0,1,2,0,9,0.333,185,665,44 1/3,45,6,0,2,4,0,3,1,24,0,0,12,12,1,1.08,0.259,0
KT,69054,이상동,2.49,41,0,0,3,0,0,5,1.000,168,656,43 1/3,31,6,0,4,2,2,9,1,34,1,0,12,12,1,0.92,0.203,0
KT,55046,박건우,2.70,6,0,0,0,0,0,0,-,28,117,6 2/3,4,0,0,1,0,0,4,0,9,0,0,2,2,0,1.20,0.167,0
KT,55032,패트릭,3.12,15,0,0,3,3,0,2,0.500,267,992,60 2/3,63,10,2,2,1,0,21,0,45,5,0,26,21,0,1.38,0.259,2
KT,67419,문용익,3.14,20,0,0,1,0,0,0,1.000,121,528,28 2/3,21,7,0,3,2,1,19,1,31,0,0,11,10,0,1.40,0.212,0
KT,64001,고영표,3.30,29,1,1,11,8,0,0,0.579,685,2525,161,170,31,2,10,7,7,30,2,154,4,1,70,59,0,1.24,0.272,20
KT,50030,소형준,3.30,26,0,0,10,7,1,0,0.588,617,2209,147 1/3,155,24,3,6,6,1,29,1,123,4,0,60,54,0,1.25,0.268,18
KT,52060,박영현,3.39,67,0,0,5,6,35,1,0.455,305,1228,69,68,10,1,9,4,1,34,4,77,6,1,31,26,7,1.48,0.258,0
KT,50859,오원석,3.67,25,0,0,11,8,0,0,0.579,565,2187,132 1/3,130,25,1,10,7,4,52,1,113,5,0,60,54,0,1.38,0.261,12
KT,69041,손동현,3.84,58,0,0,5,0,1,13,1.000,257,938,58 2/3,66,16,1,6,4,1,12,3,55,4,0,30,25,2,1.33,0.278,0
KT,69047,전용주,3.95,21,0,0,0,1,0,4,0.000,66,257,13 2/3,18,4,0,0,0,1,7,1,11,3,0,8,6,0,1.83,0.310,0
KT,54354,헤이수스,3.96,32,0,0,9,9,0,1,0.500,712,2716,163 2/3,173,22,2,17,8,3,44,0,165,7,2,85,72,0,1.33,0.267,15
KT,65060,주권,4.43,34,0,0,0,1,0,0,0.000,176,634,40 2/3,48,2,0,3,3,1,13,1,19,0,1,23,20,1,1.50,0.302,0
KT,65048,김민수,4.96,58,0,0,4,3,0,11,0.571,230,817,52 2/3,63,11,2,5,2,4,15,1,36,5,0,31,29,1,1.48,0.303,0
KT,69113,임준형,5.19,10,0,0,0,0,0,0,-,42,179,8 2/3,11,1,0,0,1,0,7,0,6,1,0,7,5,0,2.08,0.333,0
KT,54063,원상현,5.21,52,0,0,0,3,0,14,0.000,259,1009,57,56,10,0,8,2,3,35,3,45,4,0,35,33,0,1.60,0.257,0
KT,64768,조이현,5.40,3,0,0,1,2,0,0,0.333,50,173,11 2/3,17,2,1,2,0,0,0,0,3,0,0,7,7,0,1.46,0.347,0
KT,69032,쿠에바스,5.40,18,0,0,3,10,0,0,0.231,445,1663,98 1/3,104,14,2,13,4,2,46,0,60,4,1,69,59,0,1.53,0.268,7
KT,65516,배제성,5.67,8,0,0,2,3,0,0,0.400,127,514,27,38,5,1,2,1,0,11,1,23,1,0,17,17,0,1.81,0.330,0
KT,68896,이채호,6.17,10,0,0,0,0,0,0,-,53,195,11 2/3,12,3,2,1,1,3,5,1,8,0,0,8,8,0,1.46,0.286,0
KT,79140,최동환,8.68,20,0,0,1,1,0,0,0.500,91,326,18 2/3,27,5,1,4,0,1,12,2,9,0,0,19,18,0,2.09,0.351,0
KT,55043,김재원,10.38,4,0,0,0,0,0,0,-,24,99,4 1/3,3,1,0,0,0,1,8,0,4,3,0,5,5,0,2.54,0.214,0
KT,55040,김동현,13.50,3,0,0,0,0,0,0,-,19,66,3 1/3,7,0,0,2,0,0,3,0,4,3,0,5,5,0,3.00,0.438,0
KT,51058,한차현,16.20,2,0,0,0,0,0,0,-,11,40,1 2/3,4,0,0,0,0,0,2,0,1,1,0,3,3,0,3.60,0.444,0
KT,67048,이정현,16.62,6,0,0,0,0,0,0,-,27,100,4 1/3,9,3,0,0,0,1,4,0,3,0,0,8,8,0,3.00,0.429,0
KT,68050,강백호,18.00,1,0,0,0,0,0,0,-,7,25,1,3,1,0,1,0,0,1,0,1,0,0,2,2,0,4.00,0.500,0
KT,53006,강건,24.55,2,0,0,0,1,0,0,0.000,26,104,3 2/3,7,2,0,1,2,2,7,0,1,0,0,10,10,0,3.82,0.500,0
WO,50650,최용준,2.00,7,0,0,1,0,0,0,1.000,39,128,9,13,1,0,0,0,0,2,1,5,0,0,2,2,0,1.67,0.351,0
WO,73117,우규민,2.44,53,0,0,1,2,0,9,0.333,185,665,44 1/3,45,6,0,2,4,0,3,1,24,0,0,12,12,1,1.08,0.259,0
WO,69054,이상동,2.49,41,0,0,3,0,0,5,1.000,168,656,43 1/3,31,6,0,4,2,2,9,1,34,1,0,12,12,1,0.92,0.203,0
WO,55046,박건우,2.70,6,0,0,0,0,0,0,-,28,117,6 2/3,4,0,0,1,0,0,4,0,9,0,0,2,2,0,1.20,0.167,0
WO,55032,패트릭,3.12,15,0,0,3,3,0,2,0.500,267,992,60 2/3,63,10,2,2,1,0,21,0,45,5,0,26,21,0,1.38,0.259,2
WO,67419,문용익,3.14,20,0,0,1,0,0,0,1.000,121,528,28 2/3,21,7,0,3,2,1,19,1,31,0,0,11,10,0,1.40,0.212,0
WO,64001,고영표,3.30,29,1,1,11,8,0,0,0.579,685,2525,161,170,31,2,10,7,7,30,2,154,4,1,70,59,0,1.24,0.272,20
WO,50030,소형준,3.30,26,0,0,10,7,1,0,0.588,617,2209,147 1/3,155,24,3,6,6,1,29,1,123,4,0,60,54,0,1.25,0.268,18
WO,52060,박영현,3.39,67,0,0,5,6,35,1,0.455,305,1228,69,68,10,1,9,4,1,34,4,77,6,1,31,26,7,1.48,0.258,0
WO,50859,오원석,3.67,25,0,0,11,8,0,0,0.579,565,2187,132 1/3,130,25,1,10,7,4,52,1,113,5,0,60,54,0,1.38,0.261,12
WO,69041,손동현,3.84,58,0,0,5,0,1,13,1.000,257,938,58 2/3,66,16,1,6,4,1,12,3,55,4,0,30,25,2,1.33,0.278,0
WO,69047,전용주,3.95,21,0,0,0,1,0,4,0.000,66,257,13 2/3,18,4,0,0,0,1,7,1,11,3,0,8,6,0,1.83,0.310,0
WO,54354,헤이수스,3.96,32,0,0,9,9,0,1,0.500,712,2716,163 2/3,173,22,2,17,8,3,44,0,165,7,2,85,72,0,1.33,0.267,15
WO,65060,주권,4.43,34,0,0,0,1,0,0,0.000,176,634,40 2/3,48,2,0,3,3,1,13,1,19,0,1,23,20,1,1.50,0.302,0
WO,65048,김민수,4.96,58,0,0,4,3,0,11,0.571,230,817,52 2/3,63,11,2,5,2,4,15,1,36,5,0,31,29,1,1.48,0.303,0
WO,69113,임준형,5.19,10,0,0,0,0,0,0,-,42,179,8 2/3,11,1,0,0,1,0,7,0,6,1,0,7,5,0,2.08,0.333,0
WO,54063,원상현,5.21,52,0,0,0,3,0,14,0.000,259,1009,57,56,10,0,8,2,3,35,3,45,4,0,35,33,0,1.60,0.257,0
WO,64768,조이현,5.40,3,0,0,1,2,0,0,0.333,50,173,11 2/3,17,2,1,2,0,0,0,0,3,0,0,7,7,0,1.46,0.347,0
WO,69032,쿠에바스,5.40,18,0,0,3,10,0,0,0.231,445,1663,98 1/3,104,14,2,13,4,2,46,0,60,4,1,69,59,0,1.53,0.268,7
WO,65516,배제성,5.67,8,0,0,2,3,0,0,0.400,127,514,27,38,5,1,2,1,0,11,1,23,1,0,17,17,0,1.81,0.330,0
WO,68896,이채호,6.17,10,0,0,0,0,0,0,-,53,195,11 2/3,12,3,2,1,1,3,5,1,8,0,0,8,8,0,1.46,0.286,0
WO,79140,최동환,8.68,20,0,0,1,1,0,0,0.500,91,326,18 2/3,27,5,1,4,0,1,12,2,9,0,0,19,18,0,2.09,0.351,0
WO,55043,김재원,10.38,4,0,0,0,0,0,0,-,24,99,4 1/3,3,1,0,0,0,1,8,0,4,3,0,5,5,0,2.54,0.214,0
WO,55040,김동현,13.50,3,0,0,0,0,0,0,-,19,66,3 1/3,7,0,0,2,0,0,3,0,4,3,0,5,5,0,3.00,0.438,0
WO,51058,한차현,16.20,2,0,0,0,0,0,0,-,11,40,1 2/3,4,0,0,0,0,0,2,0,1,1,0,3,3,0,3.60,0.444,0
WO,67048,이정현,16.62,6,0,0,0,0,0,0,-,27,100,4 1/3,9,3,0,0,0,1,4,0,3,0,0,8,8,0,3.00,0.429,0
WO,68050,강백호,18.00,1,0,0,0,0,0,0,-,7,25,1,3,1,0,1,0,0,1,0,1,0,0,2,2,0,4.00,0.500,0
WO,53006,강건,24.55,2,0,0,0,1,0,0,0.000,26,104,3 2/3,7,2,0,1,2,2,7,0,1,0,0,10,10,0,3.82,0.500,0
