IP,H,R,ER,BB,SO,HR,BF,AB,NP,player_id,team,game_id,date
3.0,8,7,7,3,2,1,20,15,81,52528,away,1,20250322
1.333,1,2,0,1,2,0,7,6,35,65522,away,1,20250322
1.333,1,0,0,2,2,0,7,5,33,51594,away,1,20250322
1.333,1,0,0,1,1,0,6,5,18,54503,away,1,20250322
1.0,4,3,3,0,1,1,7,6,20,76430,away,1,20250322
6.0,5,2,2,3,8,0,26,23,103,55146,home,1,20250322
1.0,0,0,0,0,0,0,3,3,6,75867,home,1,20250322
1.0,1,0,0,0,0,0,4,4,11,53139,home,1,20250322
1.0,1,0,0,0,0,0,3,3,12,51526,home,1,20250322
5.0,7,4,4,3,6,0,25,20,92,55257,away,2,20250322
1.333,0,0,0,0,0,0,4,4,13,67266,away,2,20250322
0.333,0,0,0,0,0,0,1,1,3,65639,away,2,20250322
0.333,0,0,0,0,0,0,1,1,5,52204,away,2,20250322
1.0,1,2,2,2,1,1,6,4,26,66291,away,2,20250322
3.667,4,4,4,4,4,0,19,15,88,54833,home,2,20250322
0.667,1,0,0,0,2,0,3,3,12,68092,home,2,20250322
1.333,0,0,0,0,2,0,4,4,16,53892,home,2,20250322
0.0,0,1,1,2,0,0,2,0,10,51867,home,2,20250322
1.0,1,0,0,1,3,0,5,4,23,68043,home,2,20250322
1.0,2,0,0,1,2,0,6,5,27,73211,home,2,20250322
1.333,1,0,0,0,1,0,5,5,17,51897,home,2,20250322
3.0,8,8,8,4,4,1,21,17,74,55322,away,3,20250322
1.0,4,2,2,0,2,0,7,7,25,54362,away,3,20250322
4.0,6,3,3,1,3,1,19,17,72,69360,away,3,20250322
6.0,8,2,2,1,5,1,26,25,90,53375,home,3,20250322
1.0,3,2,2,0,2,1,6,6,22,53455,home,3,20250322
2.0,3,1,1,1,1,0,9,8,39,73801,home,3,20250322
5.0,7,2,2,1,4,0,22,20,87,55730,away,4,20250322
1.0,1,0,0,1,1,0,5,4,20,67703,away,4,20250322
1.0,1,0,0,0,0,0,4,4,11,53754,away,4,20250322
1.0,1,0,0,0,1,0,4,4,13,61666,away,4,20250322
1.0,2,1,1,0,1,1,4,4,18,65707,away,4,20250322
6.0,2,1,1,2,7,0,22,20,94,54354,home,4,20250322
0.667,3,2,2,0,1,0,5,5,19,65048,home,4,20250322
0.667,1,1,1,1,1,1,4,3,18,54063,home,4,20250322
0.667,0,0,0,0,0,0,2,2,8,69041,home,4,20250322
1.0,0,0,0,0,0,0,3,3,17,73117,home,4,20250322
6.0,4,1,1,1,5,0,22,21,94,55912,away,5,20250322
1.0,1,0,0,0,0,0,4,4,19,50992,away,5,20250322
0.333,2,4,4,2,0,0,5,3,22,69969,away,5,20250322
0.0,4,4,4,0,0,1,4,4,13,64580,away,5,20250322
0.667,1,0,0,0,0,0,3,3,8,54903,away,5,20250322
5.0,2,0,0,1,5,0,18,17,66,54640,home,5,20250322
0.333,1,2,2,1,1,0,3,2,12,53609,home,5,20250322
0.0,1,0,0,2,0,0,3,1,15,63342,home,5,20250322
1.667,1,0,0,0,2,0,6,6,21,52639,home,5,20250322
1.0,0,0,0,0,0,0,3,3,8,66609,home,5,20250322
1.0,2,0,0,0,3,0,5,5,23,52641,home,5,20250322
5.0,8,4,4,0,6,3,22,22,94,64021,away,6,20250323
1.0,2,1,1,0,1,1,5,5,23,69594,away,6,20250323
1.333,0,1,1,1,1,0,5,4,21,54537,away,6,20250323
0.667,3,4,4,1,2,1,6,5,24,63543,away,6,20250323
7.0,1,0,0,2,5,0,22,20,96,67143,home,6,20250323
0.0,2,1,1,1,0,0,3,2,14,65109,home,6,20250323
1.0,1,0,0,0,1,0,4,4,19,75867,home,6,20250323
1.0,2,1,1,1,1,0,6,5,17,77263,home,6,20250323
6.0,7,4,4,2,5,0,26,24,89,55239,away,7,20250323
0.0,2,1,1,0,0,0,2,2,5,67266,away,7,20250323
0.333,0,0,0,0,1,0,1,1,3,52204,away,7,20250323
0.667,0,0,0,0,1,0,2,1,7,65639,away,7,20250323
1.0,1,0,0,1,1,0,4,3,16,53259,away,7,20250323
5.667,7,2,2,2,8,0,26,24,99,77829,home,7,20250323
1.0,0,0,0,0,1,0,3,3,13,68092,home,7,20250323
0.333,0,0,0,0,1,0,1,1,4,73211,home,7,20250323
1.0,2,0,0,0,1,0,5,5,16,68043,home,7,20250323
1.0,0,0,0,0,1,0,3,3,10,51897,home,7,20250323
3.0,8,5,4,0,3,1,18,18,60,64350,away,8,20250323
2.0,3,1,1,2,1,1,11,9,46,54368,away,8,20250323
1.0,1,2,0,1,1,1,5,4,17,50036,away,8,20250323
1.0,1,1,1,1,1,0,5,3,25,66018,away,8,20250323
0.0,2,2,2,0,0,1,2,2,6,76118,away,8,20250323
1.0,0,0,0,0,2,0,3,3,12,67116,away,8,20250323
2.667,2,2,2,2,5,0,13,11,60,77446,home,8,20250323
1.0,2,1,1,2,2,0,7,5,23,68415,home,8,20250323
0.333,1,0,0,0,0,0,2,2,13,51460,home,8,20250323
1.0,1,0,0,0,2,0,4,4,19,62360,home,8,20250323
1.0,0,0,0,0,1,0,3,3,8,55455,home,8,20250323
1.0,1,0,0,0,0,0,4,4,17,78352,home,8,20250323
0.667,3,4,4,1,1,1,6,5,26,60146,home,8,20250323
1.333,1,0,0,0,1,0,4,4,8,65062,home,8,20250323
6.0,5,4,3,2,4,0,26,23,85,54755,away,9,20250323
1.0,0,0,0,1,0,0,4,3,16,60768,away,9,20250323
1.0,0,0,0,0,1,0,3,3,17,55743,away,9,20250323
1.0,0,0,0,0,0,0,3,3,7,67703,away,9,20250323
1.0,1,0,0,0,0,0,4,4,11,53754,away,9,20250323
0.333,0,1,1,1,0,0,2,1,10,61666,away,9,20250323
0.0,1,0,0,1,0,0,2,1,3,65707,away,9,20250323
6.667,5,3,3,2,4,1,26,24,94,69032,home,9,20250323
0.333,0,0,0,0,0,0,1,1,3,54063,home,9,20250323
1.0,1,0,0,0,0,0,3,3,6,65048,home,9,20250323
2.0,2,1,1,2,2,1,10,7,33,52060,home,9,20250323
1.0,0,0,0,0,1,0,3,3,11,69041,home,9,20250323
5.333,4,3,2,3,5,1,24,21,97,55903,away,10,20250323
1.0,1,0,0,0,1,0,4,4,16,54913,away,10,20250323
0.333,0,0,0,0,0,0,1,1,4,67956,away,10,20250323
0.333,0,0,0,0,0,0,1,1,2,54904,away,10,20250323
1.0,0,0,0,0,2,0,3,3,10,69969,away,10,20250323
1.0,1,1,1,0,1,1,4,4,15,65949,away,10,20250323
5.0,6,4,4,4,5,1,23,19,84,77637,home,10,20250323
1.0,2,1,1,0,0,0,5,4,16,62754,home,10,20250323
0.667,1,0,0,0,0,0,3,3,15,65665,home,10,20250323
1.333,0,0,0,1,0,0,4,3,15,52641,home,10,20250323
1.0,1,0,0,0,2,0,3,3,14,50662,home,10,20250323
6.0,3,0,0,0,5,0,20,20,81,76715,away,11,20250325
1.0,0,1,1,3,1,0,6,2,23,67703,away,11,20250325
0.0,1,3,3,2,0,0,3,1,17,55743,away,11,20250325
0.0,2,1,0,0,0,0,3,3,13,65769,away,11,20250325
1.0,0,0,0,0,1,0,3,3,15,63765,away,11,20250325
7.0,1,0,0,1,8,0,23,22,88,54119,home,11,20250325
1.0,1,0,0,0,0,0,4,4,14,75867,home,11,20250325
1.0,0,0,0,0,1,0,3,3,9,77263,home,11,20250325
7.0,3,1,1,2,2,1,26,23,89,55536,away,12,20250325
1.0,0,0,0,0,2,0,3,3,9,68242,away,12,20250325
1.0,1,1,1,0,1,1,4,4,21,62528,away,12,20250325
1.0,0,0,0,1,1,0,3,2,13,54503,away,12,20250325
0.0,0,0,0,1,0,0,1,0,5,54537,away,12,20250325
1.0,0,0,0,1,0,0,4,3,18,69594,away,12,20250325
6.0,3,2,2,2,4,0,23,20,78,62869,home,12,20250325
1.0,1,0,0,0,0,0,4,4,13,73211,home,12,20250325
0.333,3,0,0,0,0,0,4,4,13,68092,home,12,20250325
0.667,0,0,0,0,0,0,1,1,7,68043,home,12,20250325
1.0,1,0,0,1,1,0,5,4,22,53892,home,12,20250325
1.333,2,1,0,1,1,0,6,4,27,51897,home,12,20250325
0.667,0,0,0,1,0,0,2,1,7,61895,home,12,20250325
1.667,5,5,5,2,0,1,11,8,52,66920,away,13,20250325
1.333,2,0,0,1,1,0,6,5,23,51994,away,13,20250325
2.667,3,8,3,5,3,2,17,11,69,50992,away,13,20250325
1.333,1,0,0,1,2,0,6,5,20,54903,away,13,20250325
1.0,1,1,1,0,3,1,4,4,14,64580,away,13,20250325
5.0,6,4,4,4,4,0,25,19,83,65320,home,13,20250325
1.0,2,0,0,1,2,0,6,5,20,51460,home,13,20250325
1.0,2,1,1,0,2,0,5,5,23,62360,home,13,20250325
1.0,0,0,0,0,2,0,3,3,15,53455,home,13,20250325
1.0,0,0,0,0,1,0,3,3,13,54404,home,13,20250325
4.0,6,3,3,2,1,1,18,16,84,67263,away,14,20250325
0.667,2,2,2,0,1,1,4,4,15,68269,away,14,20250325
0.0,2,3,3,2,0,0,4,2,16,53259,away,14,20250325
0.333,0,0,0,0,0,0,1,1,5,65639,away,14,20250325
2.0,2,0,0,0,1,0,8,8,39,68249,away,14,20250325
1.0,0,0,0,1,1,0,4,3,20,68830,away,14,20250325
4.667,8,3,3,2,5,0,23,21,94,64001,home,14,20250325
1.333,1,0,0,0,2,0,4,4,22,65048,home,14,20250325
1.0,1,0,0,0,1,0,4,4,11,69041,home,14,20250325
1.0,0,0,0,0,1,0,3,3,8,73117,home,14,20250325
1.0,2,0,0,0,1,0,4,4,17,79140,home,14,20250325
5.0,9,8,7,2,3,5,27,23,93,54319,away,15,20250325
1.0,4,2,2,0,0,0,7,7,23,54362,away,15,20250325
2.0,4,1,1,1,2,0,11,10,32,66018,away,15,20250325
6.0,5,4,3,0,6,1,24,23,88,55633,home,15,20250325
0.667,3,2,2,1,0,0,5,4,15,65665,home,15,20250325
0.333,0,0,0,2,0,0,3,1,11,53609,home,15,20250325
1.0,1,0,0,0,1,0,4,4,15,63342,home,15,20250325
1.0,1,0,0,0,2,0,4,4,15,52639,home,15,20250325
4.667,6,2,2,3,5,1,21,17,86,65056,away,16,20250326
1.0,0,0,0,1,1,0,4,3,14,60768,away,16,20250326
0.333,3,2,2,1,0,0,5,4,19,65707,away,16,20250326
1.0,0,0,0,2,1,0,5,3,21,55764,away,16,20250326
1.0,1,0,0,2,2,0,6,4,31,63765,away,16,20250326
9.0,2,0,0,2,5,0,30,28,100,61101,home,16,20250326
6.0,4,2,2,4,7,1,24,20,94,51516,away,17,20250326
0.333,1,0,0,0,0,0,2,1,4,69594,away,17,20250326
0.667,0,0,0,0,0,0,2,2,6,54537,away,17,20250326
0.333,2,1,1,1,0,0,4,2,7,76430,away,17,20250326
0.333,0,0,0,0,1,0,1,1,5,51594,away,17,20250326
0.333,0,0,0,0,1,0,1,1,4,65522,away,17,20250326
6.333,6,1,1,1,6,0,24,23,83,53898,home,17,20250326
0.667,0,0,0,0,0,0,1,1,1,53892,home,17,20250326
1.0,1,0,0,0,0,0,4,4,13,68043,home,17,20250326
1.0,0,0,0,0,0,0,3,3,17,73211,home,17,20250326
5.0,2,2,2,1,5,0,18,17,77,68902,away,18,20250326
0.0,1,2,2,2,0,0,3,1,11,67956,away,18,20250326
2.0,1,0,0,0,3,0,7,7,28,67954,away,18,20250326
1.0,0,0,0,0,1,0,4,4,12,69969,away,18,20250326
1.0,2,2,2,0,0,1,5,5,20,65949,away,18,20250326
3.667,7,5,5,4,1,0,21,16,77,51454,home,18,20250326
0.333,1,1,1,1,0,0,3,2,10,68415,home,18,20250326
1.667,4,2,2,1,1,1,9,7,32,60146,home,18,20250326
2.333,3,0,0,1,1,0,10,9,26,73801,home,18,20250326
1.0,0,0,0,0,0,0,3,3,12,53455,home,18,20250326
5.333,7,2,2,2,3,0,25,23,97,51264,away,19,20250326
0.667,0,0,0,0,0,0,2,2,10,65639,away,19,20250326
0.333,1,0,0,0,0,0,2,2,12,68269,away,19,20250326
1.667,1,0,0,0,1,0,4,4,12,66291,away,19,20250326
1.0,0,0,0,1,1,0,4,3,19,54263,away,19,20250326
6.0,9,3,3,0,4,0,26,26,79,50030,home,19,20250326
2.0,0,0,0,0,3,0,6,6,21,54063,home,19,20250326
1.0,1,0,0,0,0,0,5,5,6,73117,home,19,20250326
5.0,8,6,4,7,4,0,31,24,122,55313,away,20,20250326
1.0,3,2,2,1,0,0,7,6,25,54368,away,20,20250326
1.0,0,0,0,1,1,0,4,3,16,50036,away,20,20250326
1.0,1,1,1,2,1,0,6,4,32,67116,away,20,20250326
1.0,1,1,1,1,1,0,5,4,22,53301,away,20,20250326
2.0,6,6,2,3,2,0,16,13,52,53613,home,20,20250326
3.0,5,5,5,2,1,1,15,13,48,52641,home,20,20250326
1.0,1,0,0,0,0,0,4,4,11,65665,home,20,20250326
1.0,6,5,5,1,0,0,9,8,29,62754,home,20,20250326
2.0,3,1,1,2,3,0,11,9,40,67640,home,20,20250326
5.0,1,0,0,0,6,0,17,17,61,52701,away,21,20250327
1.667,1,0,0,3,0,0,9,6,39,54768,away,21,20250327
1.0,3,2,2,1,1,0,7,6,28,61666,away,21,20250327
0.333,0,0,0,0,0,0,1,1,3,53754,away,21,20250327
7.0,1,0,0,1,5,0,23,21,94,51111,home,21,20250327
1.0,0,0,0,1,0,0,3,2,11,53139,home,21,20250327
1.0,1,1,1,1,0,0,5,4,17,77263,home,21,20250327
4.667,4,2,2,3,6,0,21,18,86,67539,away,22,20250327
0.333,2,0,0,0,1,0,3,3,12,65522,away,22,20250327
1.0,0,0,0,0,1,0,2,2,7,68242,away,22,20250327
0.0,5,3,3,0,0,0,5,5,18,54503,away,22,20250327
1.0,0,0,0,0,1,0,3,3,11,51594,away,22,20250327
1.0,0,0,0,0,1,0,3,3,13,76430,away,22,20250327
3.667,1,2,2,6,3,0,18,11,70,60841,home,22,20250327
4.333,0,0,0,2,7,0,14,12,65,51867,home,22,20250327
1.0,1,0,0,1,0,0,4,3,11,51897,home,22,20250327
4.0,4,4,4,3,3,1,19,15,84,53973,away,23,20250327
1.0,1,1,1,0,0,0,4,3,13,54913,away,23,20250327
1.333,0,0,0,1,0,0,5,4,21,54904,away,23,20250327
0.667,0,0,0,2,0,0,4,2,15,67954,away,23,20250327
1.0,0,0,0,0,0,0,3,3,14,69969,away,23,20250327
1.0,0,0,0,1,1,0,4,3,14,64580,away,23,20250327
3.667,6,4,3,3,4,1,20,15,69,54401,home,23,20250327
1.333,2,0,0,0,0,0,5,5,19,62360,home,23,20250327
0.667,2,1,1,2,1,0,6,4,24,55455,home,23,20250327
1.0,2,1,1,0,1,0,5,5,22,51460,home,23,20250327
1.333,1,1,0,0,0,0,5,4,22,78352,home,23,20250327
0.667,3,4,4,1,1,0,6,5,21,65062,home,23,20250327
0.333,1,0,0,0,0,0,2,2,8,60146,home,23,20250327
5.0,6,4,4,2,7,1,23,21,97,53262,away,24,20250327
1.333,1,0,0,1,1,0,6,5,26,68249,away,24,20250327
0.667,0,0,0,1,1,0,3,2,13,68830,away,24,20250327
1.0,0,0,0,0,1,0,3,3,9,67266,away,24,20250327
5.0,2,0,0,6,3,0,21,15,92,50859,home,24,20250327
1.0,1,0,0,0,1,0,4,4,24,54063,home,24,20250327
1.0,2,0,0,0,1,0,5,5,15,65048,home,24,20250327
0.667,1,2,0,0,2,0,4,4,17,69041,home,24,20250327
1.333,2,1,1,0,2,1,6,6,19,52060,home,24,20250327
5.0,3,1,1,6,2,0,22,16,83,55396,away,25,20250327
1.0,0,0,0,1,1,0,4,3,13,50036,away,25,20250327
1.0,1,2,2,1,0,1,5,4,14,76118,away,25,20250327
1.0,1,0,0,0,0,0,4,4,16,52330,away,25,20250327
1.0,1,0,0,0,2,0,4,4,24,53301,away,25,20250327
6.0,4,2,0,3,2,0,26,20,81,69745,home,25,20250327
0.0,1,0,0,2,0,0,3,1,17,52639,home,25,20250327
1.0,0,0,0,0,1,0,3,3,11,66609,home,25,20250327
0.333,1,0,0,0,0,0,2,2,7,63342,home,25,20250327
0.667,1,0,0,0,1,0,3,3,15,53609,home,25,20250327
1.0,2,3,3,2,2,0,7,5,29,50662,home,25,20250327
8.0,4,2,2,1,11,0,28,27,99,53375,away,26,20250328
7.0,3,0,0,2,4,0,24,22,87,55257,home,26,20250328
0.667,3,0,0,0,1,0,4,4,11,66291,home,26,20250328
1.333,0,0,0,0,1,0,4,4,19,54263,home,26,20250328
7.0,2,0,0,0,8,0,25,25,91,54354,away,27,20250328
0.333,1,0,0,0,0,0,2,1,7,73117,away,27,20250328
0.667,0,0,0,0,0,0,2,2,8,65048,away,27,20250328
1.0,1,0,0,1,1,0,5,4,24,52060,away,27,20250328
7.0,5,1,1,2,5,0,28,26,101,52528,home,27,20250328
1.0,0,0,0,0,2,0,3,3,15,69594,home,27,20250328
0.667,2,1,1,0,1,0,4,4,18,68242,home,27,20250328
0.0,0,0,0,1,0,0,1,0,4,65522,home,27,20250328
0.333,0,0,0,0,0,0,1,1,3,54537,home,27,20250328
6.0,6,2,2,2,5,0,25,23,93,55146,away,28,20250328
0.333,2,2,2,2,1,0,5,3,24,75867,away,28,20250328
0.667,0,0,0,1,2,0,3,2,14,65109,away,28,20250328
2.0,1,0,0,0,2,0,6,6,26,69108,away,28,20250328
6.0,6,2,2,3,5,1,28,25,106,55912,home,28,20250328
0.333,2,2,2,1,0,0,4,3,13,54913,home,28,20250328
0.667,1,1,1,2,1,0,4,2,18,51994,home,28,20250328
1.0,0,0,0,2,1,0,5,2,22,64580,home,28,20250328
1.0,2,3,1,1,1,0,6,4,22,65949,home,28,20250328
5.0,6,5,3,3,6,1,25,21,97,54833,away,29,20250328
3.0,5,4,4,1,4,0,15,14,57,66858,away,29,20250328
7.0,4,2,2,1,9,1,25,24,106,55322,home,29,20250328
1.0,2,1,1,0,1,0,5,5,18,54368,home,29,20250328
1.0,1,0,0,0,0,0,5,5,11,66018,home,29,20250328
6.0,3,0,0,2,5,0,21,19,101,54640,away,30,20250328
0.667,1,3,3,2,1,1,5,3,27,66609,away,30,20250328
0.0,0,2,2,3,0,0,3,0,17,53609,away,30,20250328
0.333,1,0,0,0,1,0,2,2,5,65665,away,30,20250328
1.0,2,2,0,0,0,0,6,6,22,62951,away,30,20250328
7.0,7,2,2,1,8,1,28,26,105,55730,home,30,20250328
1.0,0,0,0,0,2,0,3,3,13,67703,home,30,20250328
0.0,1,0,0,1,0,0,2,1,8,60768,home,30,20250328
1.0,0,0,0,1,1,0,4,3,15,53754,home,30,20250328
5.0,5,2,2,3,4,1,22,19,91,77829,away,31,20250329
1.0,1,0,0,0,2,0,4,4,29,68092,away,31,20250329
1.0,2,0,0,0,0,0,5,5,18,53892,away,31,20250329
1.0,1,1,1,1,1,1,5,4,18,73211,away,31,20250329
7.0,5,1,1,1,7,0,27,26,93,64350,home,31,20250329
1.0,0,0,0,0,1,0,3,3,10,53301,home,31,20250329
1.0,2,0,0,0,0,0,4,4,11,52330,home,31,20250329
6.0,6,3,1,3,5,0,27,23,100,77637,away,32,20250329
0.667,0,0,0,1,0,0,3,2,10,52639,away,32,20250329
0.667,2,2,1,0,0,0,4,4,23,63342,away,32,20250329
0.667,1,0,0,0,2,0,3,3,12,52641,away,32,20250329
5.0,6,4,4,3,7,2,24,20,96,54755,home,32,20250329
1.333,0,0,0,1,1,0,5,4,27,55764,home,32,20250329
1.667,0,0,0,2,0,0,5,3,20,63765,home,32,20250329
1.0,0,0,0,1,1,0,4,3,18,53754,home,32,20250329
5.0,3,2,2,1,4,0,19,17,78,69446,away,33,20250329
0.667,0,0,0,1,1,0,3,2,15,55455,away,33,20250329
1.333,0,0,0,0,1,0,4,4,14,62360,away,33,20250329
2.0,0,0,0,0,2,0,6,6,19,77446,away,33,20250329
6.0,5,4,4,3,8,0,25,22,102,55239,home,33,20250329
0.333,1,1,1,0,0,0,2,1,4,65639,home,33,20250329
0.0,1,1,0,0,0,0,1,1,3,68269,home,33,20250329
0.0,0,1,0,1,0,0,1,0,5,68249,home,33,20250329
0.667,2,1,0,0,1,0,5,5,17,68830,home,33,20250329
1.0,3,2,2,0,0,0,6,6,27,67246,home,33,20250329
1.0,3,3,2,1,0,0,7,6,31,67266,home,33,20250329
7.0,7,3,3,1,4,1,29,26,87,69032,away,34,20250329
1.0,1,0,0,0,1,0,4,4,14,69041,away,34,20250329
6.0,5,1,1,3,6,0,26,23,101,64021,home,34,20250329
1.0,1,0,0,1,1,0,4,3,14,68242,home,34,20250329
0.333,0,0,0,0,1,0,1,1,4,54537,home,34,20250329
0.667,0,0,0,0,0,0,2,2,5,69594,home,34,20250329
1.0,0,0,0,1,1,0,4,3,19,62528,home,34,20250329
6.0,6,4,4,1,6,3,25,24,101,67143,away,35,20250329
1.0,1,0,0,0,0,0,4,4,12,61145,away,35,20250329
1.0,0,0,0,0,1,0,3,3,9,51526,away,35,20250329
1.0,1,0,0,0,2,0,4,4,11,55167,away,35,20250329
5.333,7,9,6,6,4,2,30,23,108,55903,home,35,20250329
1.667,4,5,3,2,0,0,12,9,48,54903,home,35,20250329
1.0,1,0,0,0,1,0,4,4,18,51994,home,35,20250329
1.0,0,0,0,0,0,0,3,3,10,54904,home,35,20250329
5.0,3,2,2,0,5,1,18,17,67,54443,away,36,20250330
1.0,0,0,0,0,1,0,3,3,10,55455,away,36,20250330
1.0,0,0,0,0,1,0,3,3,9,51460,away,36,20250330
1.0,0,0,0,1,1,0,4,3,17,78352,away,36,20250330
1.0,1,0,0,1,0,0,5,4,16,65062,away,36,20250330
7.0,4,3,2,2,2,0,26,24,105,67263,home,36,20250330
1.0,0,0,0,1,0,0,4,3,14,66291,home,36,20250330
1.0,1,0,0,0,1,0,3,3,14,54263,home,36,20250330
6.0,7,2,2,2,6,1,26,23,102,64001,away,37,20250330
1.0,0,0,0,0,0,0,3,3,6,65048,away,37,20250330
1.0,1,0,0,0,1,0,3,3,9,54063,away,37,20250330
1.0,1,1,1,2,1,0,5,2,23,52060,away,37,20250330
1.0,0,0,0,0,1,0,3,3,14,69041,away,37,20250330
1.0,1,1,1,1,0,0,5,3,23,73117,away,37,20250330
6.333,4,2,2,2,5,0,25,22,112,55536,home,37,20250330
0.0,1,1,0,0,0,0,2,2,9,69594,home,37,20250330
0.667,0,0,0,0,0,0,2,1,5,54537,home,37,20250330
1.0,0,0,0,1,1,0,4,3,23,76430,home,37,20250330
1.0,1,0,0,0,1,0,4,4,12,54503,home,37,20250330
1.667,1,1,0,4,2,0,11,4,37,62528,home,37,20250330
0.333,0,0,0,0,1,0,1,1,3,51594,home,37,20250330
5.667,3,1,1,3,4,1,22,19,88,62869,away,39,20250330
0.333,0,0,0,0,0,0,1,1,5,68092,away,39,20250330
1.0,1,0,0,0,0,0,4,3,15,73211,away,39,20250330
0.667,1,1,1,2,0,0,5,3,20,61895,away,39,20250330
0.333,1,0,0,0,1,0,2,2,10,68043,away,39,20250330
1.0,1,0,0,0,0,0,4,4,14,68856,away,39,20250330
6.0,3,2,2,2,3,1,23,21,89,54319,home,39,20250330
1.0,0,0,0,1,0,0,4,2,19,76118,home,39,20250330
0.0,1,3,2,1,0,0,3,1,7,50036,home,39,20250330
0.0,0,2,2,2,0,0,2,0,10,54362,home,39,20250330
1.0,1,1,1,2,1,0,6,3,20,54368,home,39,20250330
1.0,1,0,0,0,0,0,3,3,13,67116,home,39,20250330
5.0,4,2,2,4,5,0,22,18,99,55633,away,40,20250330
1.0,0,0,0,1,1,0,4,3,14,52641,away,40,20250330
0.333,1,1,1,1,0,0,4,3,19,52639,away,40,20250330
1.667,0,0,0,0,2,0,5,5,23,63342,away,40,20250330
1.0,1,0,0,0,0,0,3,3,8,50662,away,40,20250330
6.0,6,2,2,1,4,1,23,22,76,76715,home,40,20250330
0.333,2,2,2,0,0,0,3,2,7,60768,home,40,20250330
0.667,2,1,1,0,2,0,4,4,14,54768,home,40,20250330
1.0,0,0,0,0,0,0,3,3,8,61666,home,40,20250330
1.0,1,0,0,0,1,0,4,4,12,55743,home,40,20250330
3.667,6,3,2,3,3,1,22,19,78,55396,away,46,20250402
1.333,0,0,0,1,2,0,5,4,19,67116,away,46,20250402
0.667,0,0,0,2,0,0,4,2,21,67828,away,46,20250402
1.333,0,0,0,0,0,0,4,4,17,66018,away,46,20250402
1.0,1,2,1,1,1,0,6,4,23,53301,away,46,20250402
6.0,4,3,3,2,7,1,24,22,91,51264,home,46,20250402
2.0,1,0,0,0,5,0,8,8,29,66291,home,46,20250402
1.0,0,0,0,0,1,0,3,3,16,54263,home,46,20250402
0.667,5,8,8,3,1,1,10,6,53,54119,away,48,20250402
3.333,2,1,1,0,4,0,12,12,53,69108,away,48,20250402
1.0,2,0,0,0,1,0,5,5,21,51526,away,48,20250402
1.0,0,0,0,0,0,0,3,3,15,61145,away,48,20250402
1.0,0,0,0,0,0,0,3,3,12,55167,away,48,20250402
1.0,0,0,0,0,1,0,3,3,14,64596,away,48,20250402
4.333,5,5,5,5,7,1,23,17,99,50859,home,48,20250402
1.667,2,0,0,1,1,0,7,6,28,65048,home,48,20250402
1.0,1,0,0,0,1,0,4,4,19,54063,home,48,20250402
0.333,1,0,0,1,0,0,3,2,16,69041,home,48,20250402
0.667,0,0,0,0,0,0,2,2,3,73117,home,48,20250402
1.0,0,0,0,0,1,0,3,3,15,52060,home,48,20250402
6.0,4,2,2,3,9,1,25,22,110,65320,away,49,20250402
1.0,0,0,0,0,0,0,3,3,11,77446,away,49,20250402
1.0,0,0,0,1,2,0,4,3,15,51460,away,49,20250402
1.0,0,0,0,0,1,0,3,3,18,65062,away,49,20250402
6.0,5,2,2,1,7,0,24,23,92,69745,home,49,20250402
1.0,0,0,0,0,2,0,3,3,13,63342,home,49,20250402
0.333,1,2,2,2,0,0,4,1,15,66609,home,49,20250402
0.667,0,0,0,1,0,0,2,1,13,53609,home,49,20250402
1.0,1,0,0,0,1,0,4,4,13,52639,home,49,20250402
5.333,6,2,1,1,3,0,21,20,92,51516,away,50,20250402
1.0,1,0,0,0,1,0,4,4,17,54503,away,50,20250402
0.667,0,0,0,0,1,0,2,2,8,68242,away,50,20250402
1.0,0,0,0,0,1,0,3,3,15,54537,away,50,20250402
1.0,1,0,0,0,0,0,4,4,20,62528,away,50,20250402
2.0,4,4,4,1,0,1,11,9,42,52701,home,50,20250402
2.333,2,1,1,3,1,0,11,8,37,54768,home,50,20250402
1.667,0,0,0,1,2,0,5,4,27,63765,home,50,20250402
1.0,1,0,0,0,1,0,4,4,15,60768,home,50,20250402
1.0,1,1,1,0,2,1,4,4,17,55743,home,50,20250402
1.0,2,0,0,0,0,0,5,5,25,55764,home,50,20250402
6.0,5,4,1,2,6,2,25,23,91,55322,away,51,20250403
0.333,1,1,0,0,1,0,3,3,13,50036,away,51,20250403
1.667,2,1,1,1,2,0,8,7,29,69360,away,51,20250403
6.0,5,1,1,1,6,0,23,22,88,55257,home,51,20250403
1.0,1,0,0,0,2,0,4,4,13,65639,home,51,20250403
1.0,1,0,0,0,1,0,4,4,14,67266,home,51,20250403
0.0,0,0,0,2,0,0,2,0,12,53262,home,51,20250403
1.0,0,0,0,0,0,0,2,2,6,68269,home,51,20250403
5.667,7,1,1,3,5,0,25,22,96,61101,away,53,20250403
1.0,0,0,0,0,1,0,3,3,17,75867,away,53,20250403
1.0,0,0,0,2,1,0,5,3,20,65109,away,53,20250403
1.333,0,0,0,0,0,0,4,4,14,53139,away,53,20250403
6.0,6,3,1,3,4,1,28,25,104,54354,home,53,20250403
1.333,3,2,2,0,1,0,8,7,20,73117,home,53,20250403
0.667,0,0,0,0,0,0,1,1,3,79140,home,53,20250403
1.0,0,0,0,0,0,0,3,3,12,65060,home,53,20250403
6.0,4,3,3,4,3,0,26,22,87,53375,away,54,20250403
