IP,H,R,ER,BB,SO,HR,BF,AB,NP,player_id,team,game_id,date
1.0,0,0,0,0,0,0,3,3,13,67365,home,129,20250420
4.0,5,2,2,0,5,1,16,16,64,77211,away,130,20250420
0.333,4,3,3,1,1,0,6,5,18,67954,away,130,20250420
1.667,1,0,0,0,0,0,4,4,26,54904,away,130,20250420
0.0,2,2,2,2,0,0,4,2,21,69969,away,130,20250420
1.0,0,0,0,0,2,0,3,3,13,64995,away,130,20250420
0.667,1,0,0,1,0,0,4,3,19,65949,away,130,20250420
0.333,0,0,0,0,0,0,1,1,5,68928,away,130,20250420
7.0,1,0,0,0,13,0,22,22,101,55730,home,130,20250420
0.333,0,1,1,2,1,0,3,1,15,50711,home,130,20250420
0.0,1,0,0,0,0,0,1,1,3,54768,home,130,20250420
0.667,0,0,0,0,0,0,2,1,4,67703,home,130,20250420
1.0,1,0,0,0,0,0,3,3,6,61666,home,130,20250420
5.667,5,3,3,2,4,1,24,21,106,68902,away,131,20250422
0.333,0,0,0,0,0,0,1,1,3,54904,away,131,20250422
0.333,0,0,0,0,0,0,1,1,4,66920,away,131,20250422
1.0,0,0,0,1,0,0,3,2,15,67954,away,131,20250422
0.667,2,1,1,0,1,0,3,3,10,69969,away,131,20250422
1.0,2,1,1,1,1,1,6,4,25,65949,away,131,20250422
1.0,0,0,0,0,0,0,3,3,16,64995,away,131,20250422
6.0,8,4,4,2,4,1,28,25,104,61101,home,131,20250422
1.0,0,0,0,1,2,0,3,2,22,61145,home,131,20250422
1.0,0,0,0,0,1,0,3,3,15,75867,home,131,20250422
0.333,1,1,1,0,1,0,2,2,7,55167,home,131,20250422
1.0,3,1,1,0,0,0,6,6,19,63950,home,131,20250422
0.667,0,0,0,1,1,0,3,2,9,63145,home,131,20250422
5.667,10,5,4,4,5,0,29,23,91,77829,away,134,20250422
1.333,1,0,0,2,2,0,7,5,30,51867,away,134,20250422
1.0,4,4,4,1,0,1,8,7,32,68856,away,134,20250422
6.0,4,2,2,2,8,0,23,21,90,50859,home,134,20250422
1.0,1,0,0,0,1,0,4,4,13,65048,home,134,20250422
1.0,2,0,0,0,1,0,5,5,22,69041,home,134,20250422
0.333,2,1,1,2,0,0,5,3,24,67419,home,134,20250422
0.667,0,0,0,0,2,0,2,2,10,73117,home,134,20250422
5.0,7,4,4,2,4,1,22,20,90,51264,away,135,20250422
1.0,2,1,1,0,0,0,5,5,16,55267,away,135,20250422
1.0,0,0,0,0,0,0,3,3,7,53259,away,135,20250422
1.0,0,0,0,1,3,0,4,3,23,50206,away,135,20250422
7.0,3,0,0,0,7,0,22,22,90,64350,home,135,20250422
0.333,2,1,0,1,0,0,4,3,11,53301,home,135,20250422
1.0,2,2,2,0,0,1,4,4,15,67116,home,135,20250422
0.667,1,1,1,0,0,1,3,3,9,52330,home,135,20250422
4.333,5,1,1,5,6,0,23,18,99,55912,away,136,20250423
1.667,0,0,0,1,2,0,6,5,26,54904,away,136,20250423
0.667,0,2,2,2,0,0,4,2,20,67954,away,136,20250423
0.333,1,0,0,0,0,0,2,2,5,66920,away,136,20250423
0.667,0,0,0,3,1,0,5,2,26,51994,away,136,20250423
0.333,0,0,0,0,0,0,1,1,5,64580,away,136,20250423
6.0,0,0,0,3,7,0,22,19,94,51111,home,136,20250423
1.0,0,0,0,0,1,0,3,3,12,53139,home,136,20250423
1.0,0,0,0,0,3,0,3,3,11,75867,home,136,20250423
1.0,1,0,0,1,0,0,5,4,25,63950,home,136,20250423
6.0,8,2,2,0,12,0,27,27,105,54755,away,137,20250423
1.0,3,2,2,1,0,0,6,5,24,67703,away,137,20250423
1.0,2,0,0,0,0,0,5,5,12,61666,away,137,20250423
1.0,0,0,0,2,0,0,4,2,14,53754,away,137,20250423
5.0,6,6,4,4,3,0,26,21,98,52528,home,137,20250423
1.333,0,0,0,0,1,0,4,4,7,51594,home,137,20250423
1.0,1,0,0,0,1,0,4,4,16,65522,home,137,20250423
1.0,0,0,0,0,0,0,2,2,7,76430,home,137,20250423
0.667,1,0,0,0,1,0,3,3,10,54537,home,137,20250423
5.667,10,6,6,1,2,1,27,25,100,69745,away,138,20250423
1.333,0,0,0,0,1,0,4,4,13,65665,away,138,20250423
1.0,2,1,1,1,0,1,6,5,21,62754,away,138,20250423
5.333,7,2,2,2,5,0,24,21,96,65320,home,138,20250423
0.667,0,0,0,0,2,0,2,2,6,55455,home,138,20250423
1.0,1,0,0,0,3,0,4,4,24,77446,home,138,20250423
1.0,0,0,0,0,1,0,3,3,12,51460,home,138,20250423
1.0,0,0,0,0,2,0,3,3,10,62360,home,138,20250423
6.0,3,2,2,2,5,2,24,22,87,55855,away,139,20250423
0.0,1,3,3,3,0,0,4,1,18,68092,away,139,20250423
2.0,1,0,0,0,2,0,6,6,18,53892,away,139,20250423
1.0,0,0,0,0,0,0,3,3,10,50812,away,139,20250423
4.0,12,10,10,1,0,3,25,24,87,69032,home,139,20250423
1.667,4,1,1,1,1,1,10,9,31,79140,home,139,20250423
2.333,1,0,0,0,2,0,8,8,28,67419,home,139,20250423
1.0,0,0,0,0,1,0,3,3,15,65060,home,139,20250423
3.0,1,2,2,3,3,1,13,10,53,53262,away,140,20250423
1.0,0,0,0,2,2,0,5,3,24,53259,away,140,20250423
0.667,0,0,0,0,0,0,2,2,7,68269,away,140,20250423
1.333,2,0,0,0,3,0,6,6,23,67266,away,140,20250423
1.0,0,0,0,2,0,0,5,3,13,66291,away,140,20250423
1.0,2,0,0,0,1,0,5,5,13,52206,away,140,20250423
1.0,0,0,0,0,0,0,3,3,13,68249,away,140,20250423
4.333,5,3,1,4,2,0,22,18,89,54319,home,140,20250423
0.333,0,2,0,1,1,0,3,2,14,67828,home,140,20250423
0.333,2,1,1,0,0,0,3,3,8,76118,home,140,20250423
1.0,1,1,1,0,1,1,4,4,22,67365,home,140,20250423
1.0,1,0,0,0,1,0,3,3,18,50036,home,140,20250423
1.0,2,0,0,0,1,0,4,4,18,55396,home,140,20250423
1.0,1,1,1,1,0,0,5,3,18,69328,home,140,20250423
6.0,3,0,0,2,7,0,23,21,100,55903,away,141,20250424
1.0,0,0,0,0,0,0,4,4,14,69969,away,141,20250424
0.667,1,1,1,1,0,0,4,3,19,64995,away,141,20250424
0.0,1,0,0,0,0,0,1,1,2,66920,away,141,20250424
0.333,0,0,0,0,0,0,1,1,5,68928,away,141,20250424
1.0,1,0,0,0,1,0,4,4,13,65949,away,141,20250424
5.0,5,2,1,1,4,0,20,18,77,55146,home,141,20250424
1.667,2,1,1,2,1,0,9,6,26,65109,home,141,20250424
1.333,0,0,0,0,3,0,4,4,18,63145,home,141,20250424
1.0,0,0,0,0,1,0,3,3,12,55167,home,141,20250424
6.0,7,4,4,1,7,1,25,23,93,76715,away,142,20250424
0.333,1,0,0,0,0,0,2,2,4,67703,away,142,20250424
0.0,0,0,0,1,0,0,1,0,7,65769,away,142,20250424
0.667,0,0,0,0,1,0,2,2,11,55743,away,142,20250424
1.0,1,1,0,1,0,0,4,3,10,63765,away,142,20250424
6.0,4,3,3,5,9,0,27,22,108,64021,home,142,20250424
0.333,0,0,0,0,0,0,1,1,5,76430,home,142,20250424
0.667,0,0,0,0,0,0,2,2,7,54537,home,142,20250424
0.667,0,0,0,2,0,0,4,2,20,68242,home,142,20250424
1.333,0,0,0,0,3,0,4,4,13,62528,home,142,20250424
3.667,7,4,4,1,3,1,18,17,74,52641,away,143,20250424
1.333,1,1,1,0,1,1,5,5,18,60337,away,143,20250424
0.333,5,6,6,1,0,1,7,6,31,76225,away,143,20250424
1.667,6,5,5,2,1,0,13,10,49,62951,away,143,20250424
1.0,2,1,1,0,2,0,5,5,17,62754,away,143,20250424
6.0,5,2,2,1,4,2,24,23,90,69446,home,143,20250424
1.0,0,0,0,0,1,0,3,3,14,53455,home,143,20250424
1.0,1,1,0,1,1,0,5,4,22,54404,home,143,20250424
1.0,4,2,2,0,0,0,7,7,17,50464,home,143,20250424
5.667,4,1,1,1,6,0,22,21,102,62869,away,144,20250424
0.667,2,3,2,0,0,0,5,5,16,68043,away,144,20250424
1.333,3,1,1,1,1,0,8,5,24,73211,away,144,20250424
1.333,0,0,0,0,0,0,4,4,15,51897,away,144,20250424
3.0,2,4,4,5,0,0,16,8,67,53006,home,144,20250424
2.0,2,1,1,1,1,0,9,8,45,65060,home,144,20250424
1.333,1,1,1,1,0,0,6,5,24,54063,home,144,20250424
0.667,0,0,0,0,0,0,2,2,7,79140,home,144,20250424
0.333,1,0,0,2,0,0,4,1,8,73117,home,144,20250424
0.667,0,0,0,0,2,0,2,2,7,69041,home,144,20250424
1.0,0,0,0,0,1,0,3,3,12,52060,home,144,20250424
6.0,2,0,0,5,4,0,25,20,102,55257,away,145,20250424
3.0,5,3,1,0,2,0,15,14,46,55267,away,145,20250424
3.0,5,4,4,1,2,1,15,14,50,54368,home,145,20250424
1.0,2,2,2,1,1,0,6,5,17,67365,home,145,20250424
2.0,1,0,0,1,3,0,7,6,30,69360,home,145,20250424
3.0,3,3,3,1,0,1,13,12,37,69328,home,145,20250424
6.0,5,2,2,3,5,0,25,22,93,55536,away,146,20250425
0.333,0,0,0,0,0,0,1,1,1,76430,away,146,20250425
1.0,0,0,0,0,1,0,3,3,13,54537,away,146,20250425
0.667,0,0,0,0,0,0,2,2,8,65522,away,146,20250425
1.0,0,0,0,0,1,0,3,3,9,60559,away,146,20250425
5.0,5,3,2,4,5,0,24,20,106,67263,home,146,20250425
1.0,1,0,0,1,1,0,5,4,18,68249,home,146,20250425
0.667,1,2,1,1,0,1,5,4,23,68269,home,146,20250425
0.667,2,3,0,0,1,0,5,5,15,67266,home,146,20250425
1.667,1,0,0,1,1,0,7,5,26,68200,home,146,20250425
3.0,6,1,1,1,4,0,15,14,61,66018,away,147,20250425
2.667,1,2,2,1,2,0,10,9,43,67116,away,147,20250425
0.333,1,0,0,1,0,0,3,2,11,67828,away,147,20250425
1.0,0,0,0,0,2,0,3,3,13,55396,away,147,20250425
1.0,1,1,1,0,1,1,4,4,11,53301,away,147,20250425
3.333,2,3,2,4,2,1,17,13,83,60841,home,147,20250425
4.333,1,0,0,0,5,0,14,14,52,53898,home,147,20250425
0.333,0,0,0,0,0,0,1,1,3,68092,home,147,20250425
1.0,0,0,0,0,1,0,3,3,15,51897,home,147,20250425
3.0,4,4,4,5,3,1,17,12,81,53973,away,148,20250425
1.0,2,3,3,1,2,1,6,5,26,54904,away,148,20250425
0.667,0,0,0,2,0,0,4,2,17,51994,away,148,20250425
0.333,1,0,0,1,0,0,3,2,13,64580,away,148,20250425
1.667,0,0,0,0,3,0,5,5,27,67954,away,148,20250425
1.333,3,3,3,0,1,1,7,7,24,68928,away,148,20250425
0.667,0,2,2,5,0,0,7,1,27,54401,home,148,20250425
2.0,3,2,2,1,1,0,11,8,47,68415,home,148,20250425
2.0,0,0,0,1,1,0,7,6,18,50464,home,148,20250425
0.667,1,1,1,0,2,0,3,3,8,53455,home,148,20250425
0.667,0,0,0,1,1,0,3,2,12,55455,home,148,20250425
0.667,2,0,0,0,1,0,4,4,19,62360,home,148,20250425
1.333,0,0,0,1,0,0,5,4,21,51460,home,148,20250425
1.0,1,1,1,0,0,1,4,4,16,65062,home,148,20250425
3.667,7,5,3,4,7,0,22,17,77,67143,away,149,20250425
0.667,1,0,0,1,2,0,4,3,20,77263,away,149,20250425
1.667,1,0,0,1,2,0,7,6,22,75867,away,149,20250425
1.0,0,0,0,1,3,0,4,3,18,55167,away,149,20250425
1.0,1,0,0,0,1,0,4,4,18,53139,away,149,20250425
1.0,1,0,0,0,1,0,4,4,12,63950,away,149,20250425
5.0,6,5,5,4,2,0,23,19,88,77637,home,149,20250425
1.0,1,0,0,0,1,0,3,2,10,66609,home,149,20250425
0.333,0,0,0,2,1,0,3,1,16,52639,home,149,20250425
1.333,1,1,0,0,2,0,5,5,25,63342,home,149,20250425
0.0,0,0,0,1,0,0,1,0,6,65665,home,149,20250425
1.333,1,0,0,1,2,0,6,5,29,50662,home,149,20250425
6.0,1,0,0,1,10,0,20,19,97,50030,away,150,20250425
2.0,2,1,1,0,0,1,7,7,21,69041,away,150,20250425
1.0,2,0,0,0,2,0,5,5,26,52060,away,150,20250425
6.0,4,1,1,3,6,0,25,21,102,65056,home,150,20250425
1.0,0,0,0,0,1,0,3,3,11,55743,home,150,20250425
1.0,1,0,0,0,1,0,5,5,25,61666,home,150,20250425
1.0,1,1,1,2,0,0,5,3,21,53754,home,150,20250425
4.333,6,3,1,4,3,0,23,18,85,67539,away,151,20250426
0.667,0,0,0,0,0,0,2,2,4,51594,away,151,20250426
1.333,0,0,0,1,1,0,5,4,22,65522,away,151,20250426
0.667,0,0,0,0,1,0,2,2,11,60559,away,151,20250426
1.0,0,0,0,0,1,0,3,3,12,68242,away,151,20250426
1.0,2,1,1,1,1,0,6,5,30,62528,away,151,20250426
7.0,7,2,2,1,10,0,28,26,93,55239,home,151,20250426
0.0,2,2,2,0,0,0,2,2,5,52206,home,151,20250426
1.333,1,2,2,2,1,0,7,3,25,54263,home,151,20250426
0.667,3,1,1,0,0,0,5,5,14,66291,home,151,20250426
3.0,8,6,6,2,1,2,18,16,65,69108,away,152,20250426
1.667,2,2,2,0,2,0,7,7,24,63145,away,152,20250426
1.333,1,0,0,1,2,0,6,5,22,65109,away,152,20250426
1.0,0,0,0,0,1,0,3,3,10,61145,away,152,20250426
1.0,0,0,0,1,1,0,4,3,24,68159,away,152,20250426
7.0,1,0,0,2,8,0,24,22,97,55633,home,152,20250426
0.333,1,2,2,1,0,0,3,2,10,60337,home,152,20250426
0.667,2,1,1,0,1,0,4,4,15,76225,home,152,20250426
1.0,1,1,1,0,3,1,4,4,23,65665,home,152,20250426
7.0,3,1,1,1,7,0,25,23,105,55322,away,153,20250426
1.0,0,0,0,0,2,0,3,3,15,53301,away,153,20250426
1.0,1,0,0,0,1,0,3,3,16,55396,away,153,20250426
1.0,0,0,0,0,1,0,4,4,14,52330,away,153,20250426
6.333,2,0,0,2,14,0,23,21,98,54833,home,153,20250426
0.667,0,0,0,0,1,0,2,2,11,53892,home,153,20250426
1.0,2,1,1,0,1,0,5,5,16,68043,home,153,20250426
1.0,0,0,0,0,1,0,3,3,11,73211,home,153,20250426
0.333,1,1,1,1,1,0,3,2,18,51867,home,153,20250426
0.667,1,0,0,0,1,0,3,3,13,68092,home,153,20250426
3.667,4,4,4,5,3,0,20,14,86,77211,away,154,20250426
0.667,0,0,0,0,2,0,3,3,14,66920,away,154,20250426
1.0,2,2,2,3,0,0,8,5,34,54900,away,154,20250426
1.667,0,0,0,1,2,0,6,4,25,64580,away,154,20250426
1.0,5,3,2,0,1,0,7,7,25,51994,away,154,20250426
7.0,6,1,1,1,8,1,28,27,102,53375,home,154,20250426
1.0,1,0,0,1,2,0,6,5,22,77446,home,154,20250426
1.0,0,0,0,0,1,0,3,3,11,54404,home,154,20250426
6.0,6,2,2,2,4,0,26,23,83,64001,away,155,20250426
1.0,0,0,0,0,0,0,3,3,8,65048,away,155,20250426
1.0,1,0,0,0,0,0,4,4,6,54063,away,155,20250426
7.667,3,1,1,2,8,0,28,25,100,52701,home,155,20250426
0.333,0,0,0,0,0,0,1,1,7,61666,home,155,20250426
1.0,0,0,0,0,2,0,3,3,9,53754,home,155,20250426
3.333,3,2,2,2,0,0,13,11,51,69594,away,156,20250427
0.0,1,3,3,2,0,1,3,1,15,51594,away,156,20250427
0.667,3,2,2,1,0,0,6,5,25,63512,away,156,20250427
0.333,1,2,2,1,1,0,3,2,15,54537,away,156,20250427
1.667,2,0,0,2,1,0,9,6,29,76430,away,156,20250427
1.0,3,4,4,3,2,0,9,6,38,60559,away,156,20250427
1.0,0,0,0,0,0,0,3,3,10,65522,away,156,20250427
5.0,4,3,3,2,1,1,20,18,83,51264,home,156,20250427
1.667,3,1,1,0,0,0,8,8,30,68249,home,156,20250427
0.333,0,0,0,0,0,0,1,1,6,67266,home,156,20250427
1.0,0,0,0,1,1,0,3,2,13,55267,home,156,20250427
1.0,0,0,0,1,0,0,4,3,16,68200,home,156,20250427
6.0,5,1,1,3,6,0,25,22,96,64350,away,157,20250427
0.667,1,0,0,1,0,0,4,3,12,55396,away,157,20250427
1.0,2,1,1,0,1,0,5,5,22,53301,away,157,20250427
1.333,2,1,1,1,1,1,7,6,20,52330,away,157,20250427
3.333,9,7,7,1,2,1,20,19,84,77829,home,157,20250427
2.667,1,0,0,2,1,0,11,9,36,68856,home,157,20250427
2.0,1,0,0,0,2,0,7,7,25,51867,home,157,20250427
1.0,0,0,0,3,0,0,6,3,28,50812,home,157,20250427
4.0,6,3,3,2,3,2,20,18,90,68902,away,158,20250427
1.0,2,1,1,1,1,1,6,5,23,67954,away,158,20250427
0.667,1,2,2,1,0,0,4,3,16,54904,away,158,20250427
1.333,4,2,2,1,1,0,9,8,29,69969,away,158,20250427
1.0,1,0,0,0,1,0,4,4,17,53919,away,158,20250427
5.0,2,0,0,2,1,0,19,16,78,54443,home,158,20250427
0.333,3,2,2,0,0,0,4,4,19,55455,home,158,20250427
1.0,1,2,2,1,1,0,4,3,13,53455,home,158,20250427
0.667,1,0,0,0,0,0,3,3,9,77446,home,158,20250427
1.0,0,0,0,1,1,0,4,3,18,62360,home,158,20250427
1.0,0,0,0,0,1,0,3,3,11,65062,home,158,20250427
6.0,7,3,3,1,6,1,25,23,85,61101,away,159,20250427
0.667,1,0,0,1,0,0,4,2,10,55167,away,159,20250427
0.667,1,0,0,1,0,0,4,3,10,75867,away,159,20250427
0.667,0,0,0,0,0,0,2,2,5,53139,away,159,20250427
6.0,4,2,2,4,3,0,24,20,89,54640,home,159,20250427
1.0,0,0,0,0,0,0,3,3,12,66609,home,159,20250427
1.0,0,0,0,1,1,0,4,3,17,63342,home,159,20250427
1.0,1,0,0,0,1,0,4,4,19,50662,home,159,20250427
6.0,4,2,1,1,4,0,23,20,90,50859,away,160,20250427
1.0,3,2,2,0,0,0,6,5,22,65048,away,160,20250427
1.0,0,0,0,0,2,0,3,3,11,68896,away,160,20250427
7.0,3,0,0,4,5,0,26,22,109,55730,home,160,20250427
1.0,0,0,0,0,1,0,3,3,11,61666,home,160,20250427
0.333,2,3,3,1,0,0,4,3,16,55743,home,160,20250427
0.333,1,0,0,1,0,0,3,2,7,63765,home,160,20250427
0.333,0,0,0,0,0,0,1,1,2,65769,home,160,20250427
6.0,2,0,0,3,7,0,22,19,96,69032,away,161,20250429
1.0,0,0,0,0,2,0,3,3,15,54063,away,161,20250429
1.0,1,0,0,0,1,0,4,4,17,69041,away,161,20250429
1.0,3,2,2,0,1,0,6,6,29,52060,away,161,20250429
5.0,4,2,2,1,5,0,19,18,90,53259,home,161,20250429
2.0,1,0,0,1,1,0,8,7,27,66291,home,161,20250429
0.667,2,1,1,0,0,0,4,4,13,68269,home,161,20250429
1.333,0,0,0,1,1,0,5,4,19,67266,home,161,20250429
6.333,3,1,1,2,6,0,24,21,96,65320,away,162,20250429
0.667,0,0,0,1,1,0,3,2,15,53455,away,162,20250429
0.0,0,0,0,1,0,0,1,0,4,55455,away,162,20250429
0.667,1,0,0,0,1,0,3,3,13,62360,away,162,20250429
0.333,0,0,0,0,0,0,1,1,4,77446,away,162,20250429
1.0,0,0,0,0,0,0,3,3,6,65062,away,162,20250429
5.0,4,1,1,2,6,1,21,19,94,55855,home,162,20250429
1.0,0,0,0,0,2,0,3,3,18,53892,home,162,20250429
1.0,0,0,0,0,0,0,4,4,15,68043,home,162,20250429
1.0,2,1,1,1,1,0,6,5,21,73211,home,162,20250429
0.667,3,1,1,1,0,0,6,4,16,68092,home,162,20250429
0.333,0,0,0,0,0,0,1,1,3,51867,home,162,20250429
5.0,7,5,5,4,2,0,25,21,101,55912,away,163,20250429
0.333,1,2,2,1,0,0,3,2,12,54904,away,163,20250429
0.0,1,1,1,0,0,0,1,1,3,67954,away,163,20250429
0.333,1,1,1,1,0,0,3,2,14,54913,away,163,20250429
0.667,1,3,3,5,1,0,7,2,30,53919,away,163,20250429
0.667,2,1,1,0,2,0,4,4,15,68928,away,163,20250429
1.0,1,0,0,0,0,0,4,4,6,64580,away,163,20250429
5.667,6,3,0,2,3,1,24,21,90,69745,home,163,20250429
0.333,0,0,0,1,0,0,2,1,13,66609,home,163,20250429
0.667,1,0,0,1,0,0,4,3,18,52639,home,163,20250429
1.333,0,0,0,1,1,0,5,4,24,62754,home,163,20250429
1.0,0,0,0,1,0,0,4,3,12,68619,home,163,20250429
7.0,2,1,1,1,6,1,25,24,95,52528,away,164,20250429
0.667,2,2,2,1,0,0,5,4,22,76430,away,164,20250429
0.0,0,0,0,1,0,0,1,0,5,51594,away,164,20250429
1.333,0,0,0,1,1,0,5,4,20,63543,away,164,20250429
6.0,10,3,3,3,2,0,29,25,98,54319,home,164,20250429
0.333,3,3,3,0,0,0,4,4,16,67116,home,164,20250429
0.0,1,0,0,2,0,0,3,1,10,67365,home,164,20250429
1.667,2,2,2,1,1,0,7,6,26,55359,home,164,20250429
1.0,1,1,1,1,1,0,5,4,14,67828,home,164,20250429
5.0,6,3,3,2,7,2,23,20,86,51111,away,165,20250429
1.0,0,0,0,0,0,0,3,3,15,53139,away,165,20250429
1.0,0,0,0,0,1,0,3,3,14,75867,away,165,20250429
1.0,0,0,0,0,1,0,3,3,12,77263,away,165,20250429
6.0,4,2,2,4,3,1,26,22,106,54755,home,165,20250429
1.0,0,0,0,0,1,0,3,3,13,67703,home,165,20250429
1.0,1,0,0,0,1,0,4,4,14,61666,home,165,20250429
1.0,1,0,0,0,1,0,3,3,11,53754,home,165,20250429
6.0,5,3,2,2,3,1,24,22,87,54354,away,166,20250430
1.0,0,0,0,1,1,0,4,3,22,54063,away,166,20250430
1.0,2,0,0,0,1,0,5,5,17,69041,away,166,20250430
1.0,0,0,0,0,2,0,3,3,13,65048,away,166,20250430
6.333,8,6,6,3,2,0,28,23,89,55257,home,166,20250430
0.667,2,2,2,0,0,1,4,4,19,52206,home,166,20250430
1.0,0,0,0,0,1,0,3,3,9,55267,home,166,20250430
1.0,1,0,0,2,2,0,6,4,37,68200,home,166,20250430
7.0,8,4,3,0,3,1,29,27,104,69446,away,167,20250430
1.0,1,0,0,0,0,0,3,3,6,62360,away,167,20250430
1.0,0,0,0,0,1,0,3,3,8,77446,away,167,20250430
0.667,1,2,2,1,1,1,4,3,21,65062,away,167,20250430
1.333,0,0,0,0,3,0,4,4,16,53455,away,167,20250430
5.0,6,3,3,2,0,0,21,17,88,62869,home,167,20250430
1.0,0,0,0,1,0,0,3,2,11,53892,home,167,20250430
0.667,2,1,1,0,2,1,4,4,17,68043,home,167,20250430
0.333,0,0,0,0,0,0,1,1,1,68092,home,167,20250430
1.333,2,0,0,1,0,0,6,5,15,73211,home,167,20250430
0.667,1,1,1,0,1,1,3,3,16,51897,home,167,20250430
1.0,2,1,1,0,1,1,6,6,31,68856,home,167,20250430
1.0,1,0,0,1,1,0,5,4,20,51867,home,167,20250430
7.0,4,0,0,2,7,0,24,22,114,55903,away,168,20250430
1.0,1,0,0,0,2,0,4,4,11,64995,away,168,20250430
1.0,0,0,0,0,0,0,3,3,6,65949,away,168,20250430
4.667,5,2,2,3,3,1,21,17,64,52641,home,168,20250430
0.0,0,0,0,1,0,0,1,0,5,62754,home,168,20250430
0.333,0,0,0,0,1,0,1,1,3,65665,home,168,20250430
1.0,1,0,0,1,0,0,5,4,22,66609,home,168,20250430
0.0,2,4,3,1,0,0,4,2,18,52639,home,168,20250430
1.0,1,1,1,0,1,1,5,4,20,68619,home,168,20250430
2.0,2,0,0,0,1,0,8,8,21,54608,home,168,20250430
5.0,6,3,2,2,2,0,24,21,93,64021,away,169,20250430
1.0,0,0,0,0,2,0,3,3,18,54537,away,169,20250430
2.0,2,2,2,0,2,1,8,8,29,65522,away,169,20250430
0.333,2,3,3,1,1,0,4,3,18,60559,away,169,20250430
0.667,1,1,1,0,1,1,3,3,16,62528,away,169,20250430
3.667,8,6,6,2,2,1,19,17,66,66018,home,169,20250430
1.333,2,1,1,1,0,0,6,5,22,50036,home,169,20250430
4.0,5,3,2,0,0,0,18,17,62,69328,home,169,20250430
6.0,4,1,1,2,6,0,23,21,99,55146,away,170,20250430
1.0,2,2,2,0,0,1,5,4,14,75867,away,170,20250430
0.667,3,2,2,0,2,1,5,5,19,63145,away,170,20250430
0.333,0,0,0,0,0,0,1,1,4,65109,away,170,20250430
7.0,6,2,2,1,6,1,27,25,98,76715,home,170,20250430
1.0,0,0,0,0,1,0,3,3,10,61666,home,170,20250430
1.0,0,0,0,0,2,0,3,3,15,53754,home,170,20250430
6.0,5,3,3,3,6,0,25,22,90,50030,away,171,20250501
1.0,1,0,0,0,1,0,4,4,11,73117,away,171,20250501
1.0,1,0,0,1,1,0,5,4,18,68896,away,171,20250501
2.0,0,0,0,2,4,0,8,6,32,52060,away,171,20250501
1.0,1,0,0,1,1,0,5,3,12,69041,away,171,20250501
6.0,3,1,1,2,4,1,23,21,85,67263,home,171,20250501
1.333,0,0,0,0,3,0,4,4,19,67266,home,171,20250501
0.667,0,0,0,1,1,0,3,2,18,72523,home,171,20250501
1.0,1,2,2,1,2,1,5,4,27,54263,home,171,20250501
1.333,0,0,0,1,2,0,5,4,26,66291,home,171,20250501
0.667,0,0,0,0,1,0,2,2,11,55267,home,171,20250501
4.0,3,2,2,1,5,1,16,15,78,51454,away,172,20250501
1.0,3,1,1,1,1,0,7,6,21,68415,away,172,20250501
1.333,2,0,0,0,2,0,6,5,20,50464,away,172,20250501
1.667,1,1,0,1,1,0,7,6,20,60146,away,172,20250501
5.0,3,1,1,5,5,0,21,16,90,53898,home,172,20250501
0.0,1,0,0,0,0,0,1,1,4,68092,home,172,20250501
2.0,1,0,0,0,0,0,6,6,12,68043,home,172,20250501
1.0,1,0,0,1,1,0,5,4,20,53892,home,172,20250501
1.0,0,0,0,0,0,0,3,3,16,51897,home,172,20250501
7.0,3,0,0,1,6,0,24,23,100,55536,away,174,20250501
1.0,1,0,0,0,1,0,4,4,15,68242,away,174,20250501
1.0,0,0,0,0,0,0,3,3,8,51594,away,174,20250501
3.667,6,3,3,3,1,0,20,17,67,69360,home,174,20250501
1.333,0,0,0,0,0,0,4,4,20,52395,home,174,20250501
1.0,0,0,0,0,1,0,3,3,15,53301,home,174,20250501
1.0,0,0,0,0,1,0,3,3,10,55396,home,174,20250501
1.0,1,1,1,1,2,0,5,4,22,67116,home,174,20250501
1.0,1,1,1,1,1,0,5,4,17,55359,home,174,20250501
5.0,5,1,0,2,6,0,22,20,96,54833,away,176,20250502
2.333,1,0,0,0,1,0,7,7,30,50812,away,176,20250502
0.667,0,0,0,0,0,0,2,2,6,51867,away,176,20250502
1.0,0,0,0,1,2,0,3,2,17,73211,away,176,20250502
5.0,5,2,2,2,4,1,21,19,96,67143,home,176,20250502
0.333,0,0,0,2,1,0,3,1,16,55167,home,176,20250502
1.667,0,0,0,2,1,0,7,5,29,53139,home,176,20250502
1.0,0,0,0,0,1,0,3,3,10,77263,home,176,20250502
1.0,0,0,0,0,0,0,3,3,12,63950,home,176,20250502
5.0,4,2,2,1,4,0,19,18,77,66920,away,177,20250502
1.0,0,0,0,0,0,0,4,4,13,68928,away,177,20250502
1.0,0,0,0,1,0,0,3,2,9,64580,away,177,20250502
0.333,3,2,2,1,0,0,5,4,10,69969,away,177,20250502
0.667,0,0,0,0,0,0,2,2,5,64995,away,177,20250502
6.333,3,0,0,2,4,0,24,22,93,67539,home,177,20250502
0.667,1,2,2,1,0,0,4,3,21,68242,home,177,20250502
0.333,0,1,1,1,0,0,2,1,10,54537,home,177,20250502
0.667,0,0,0,3,0,0,5,2,23,62528,home,177,20250502
0.333,0,0,0,0,0,0,1,1,6,51594,home,177,20250502
0.333,1,0,0,0,0,0,2,2,13,63543,home,177,20250502
