AB,R,H,RBI,HR,BB,SO,SB,player_id,team,game_id,date
4,0,0,0,0,0,2,0,50500,away,1,20250322
0,0,0,0,0,0,0,0,68507,away,1,20250322
4,0,0,0,0,0,1,0,69517,away,1,20250322
4,0,0,0,0,0,0,0,51551,away,1,20250322
4,1,2,0,0,0,0,0,54529,away,1,20250322
0,0,0,0,0,0,0,0,50608,away,1,20250322
3,1,1,0,0,1,0,0,52591,away,1,20250322
2,0,1,0,0,2,0,0,78513,away,1,20250322
4,0,2,2,0,0,2,0,50150,away,1,20250322
3,0,1,0,0,0,1,0,61102,away,1,20250322
1,0,0,0,0,0,0,0,68518,away,1,20250322
3,0,0,0,0,0,2,0,62802,away,1,20250322
1,0,0,0,0,0,0,0,52568,away,1,20250322
3,0,2,2,0,1,0,0,66108,home,1,20250322
0,0,0,1,0,0,0,0,52103,home,1,20250322
4,1,1,0,0,0,0,0,76290,home,1,20250322
1,0,0,0,0,0,0,0,68119,home,1,20250322
1,0,0,0,0,0,0,0,65905,home,1,20250322
5,1,1,1,0,0,1,0,53123,home,1,20250322
0,0,0,0,0,0,0,0,51526,home,1,20250322
5,3,2,2,1,0,1,0,69102,home,1,20250322
5,2,3,1,1,0,2,1,79109,home,1,20250322
4,1,3,1,0,0,1,0,68110,home,1,20250322
3,2,1,0,0,2,0,0,79365,home,1,20250322
0,0,0,0,0,0,0,0,52154,home,1,20250322
3,0,1,0,0,0,2,0,62415,home,1,20250322
1,0,0,0,0,0,1,0,52121,home,1,20250322
1,2,0,1,0,2,0,0,69100,home,1,20250322
1,0,1,1,0,0,0,0,65207,home,1,20250322
4,0,2,2,0,1,1,0,53554,away,2,20250322
5,0,2,2,0,0,2,0,78224,away,2,20250322
3,0,2,0,0,2,1,0,76232,away,2,20250322
4,0,0,0,0,1,2,0,55208,away,2,20250322
4,0,0,0,0,1,2,0,63123,away,2,20250322
5,1,0,0,0,0,2,0,64153,away,2,20250322
4,0,0,0,0,0,2,0,50208,away,2,20250322
0,0,0,0,0,0,0,0,67207,away,2,20250322
1,0,1,0,0,0,0,0,63257,away,2,20250322
0,0,0,0,0,0,0,0,54214,away,2,20250322
5,1,2,1,0,0,2,0,66928,away,2,20250322
1,3,0,0,0,3,0,0,79231,away,2,20250322
4,0,0,1,0,0,1,0,50854,home,2,20250322
3,0,0,0,0,1,1,0,54812,home,2,20250322
0,0,0,0,0,0,0,0,76802,home,2,20250322
4,1,1,0,0,0,0,0,53827,home,2,20250322
4,0,1,0,0,0,1,0,62895,home,2,20250322
2,1,1,0,0,0,0,0,79456,home,2,20250322
2,2,1,1,0,1,0,0,67893,home,2,20250322
3,1,1,1,0,0,2,0,69813,home,2,20250322
1,1,1,2,1,0,0,0,60558,home,2,20250322
4,0,2,1,0,0,1,0,51868,home,2,20250322
0,0,0,0,0,0,0,0,68805,home,2,20250322
3,0,0,0,0,1,1,0,54805,home,2,20250322
4,0,1,0,0,0,1,0,65357,away,3,20250322
1,0,0,0,0,0,0,0,78756,away,3,20250322
3,2,2,2,1,1,1,0,52366,away,3,20250322
4,0,1,0,0,0,1,0,50167,away,3,20250322
1,0,1,0,0,0,0,0,54305,away,3,20250322
4,0,3,1,0,0,1,0,54444,away,3,20250322
1,0,0,0,0,0,0,0,55371,away,3,20250322
4,0,1,0,0,0,1,0,76267,away,3,20250322
1,0,0,0,0,0,0,0,51359,away,3,20250322
3,0,1,0,0,0,0,0,64984,away,3,20250322
1,1,1,0,0,0,0,0,55397,away,3,20250322
3,1,1,1,1,0,1,0,55393,away,3,20250322
1,0,0,0,0,0,0,0,78135,away,3,20250322
4,0,0,0,0,0,1,0,50357,away,3,20250322
2,0,0,0,0,0,1,0,62332,away,3,20250322
2,1,2,1,0,0,0,0,53344,away,3,20250322
5,2,3,0,0,0,0,0,50458,home,3,20250322
1,0,0,0,0,0,1,0,67449,home,3,20250322
3,4,1,0,0,2,1,0,52415,home,3,20250322
4,3,3,4,1,1,0,0,62404,home,3,20250322
0,0,0,0,0,0,0,0,67005,home,3,20250322
5,1,2,2,0,0,1,0,74540,home,3,20250322
0,0,0,0,0,0,0,0,69428,home,3,20250322
4,1,3,2,0,0,0,0,54400,home,3,20250322
4,1,2,2,0,1,1,0,75125,home,3,20250322
2,0,0,0,0,0,2,0,65586,home,3,20250322
3,0,2,1,0,0,0,0,62234,home,3,20250322
5,0,1,1,0,0,2,0,52430,home,3,20250322
3,1,1,1,1,0,1,0,61404,home,3,20250322
2,0,0,0,0,0,0,0,68463,home,3,20250322
3,0,1,1,0,0,0,0,66704,away,4,20250322
3,0,0,0,0,0,1,0,53764,away,4,20250322
1,0,0,0,0,0,1,0,50707,away,4,20250322
4,0,0,0,0,0,0,0,55734,away,4,20250322
4,1,2,1,1,0,1,1,69737,away,4,20250322
3,0,1,0,0,0,0,0,79192,away,4,20250322
1,1,0,0,0,0,0,1,68700,away,4,20250322
3,0,0,0,0,0,1,0,79608,away,4,20250322
1,0,0,0,0,0,0,0,52769,away,4,20250322
2,0,0,0,0,0,2,0,50704,away,4,20250322
2,1,1,1,0,0,0,0,54795,away,4,20250322
1,0,0,0,0,1,1,0,78288,away,4,20250322
0,0,0,0,0,0,0,1,52704,away,4,20250322
2,0,0,0,0,0,1,0,76812,away,4,20250322
3,1,1,1,0,1,1,1,64006,away,4,20250322
5,1,2,0,0,0,1,0,68050,home,4,20250322
0,0,0,0,0,0,0,0,67006,home,4,20250322
5,0,1,0,0,0,1,0,67025,home,4,20250322
5,0,3,0,0,0,1,0,79240,home,4,20250322
4,0,2,1,0,0,0,0,64004,home,4,20250322
4,0,0,0,0,0,2,0,78548,home,4,20250322
3,1,1,0,0,1,0,0,64007,home,4,20250322
0,0,0,0,0,0,0,1,50092,home,4,20250322
0,0,0,0,0,0,0,0,76313,home,4,20250322
3,0,1,0,0,0,0,0,50054,home,4,20250322
1,0,0,0,0,0,1,0,64504,home,4,20250322
2,0,0,1,0,0,0,0,64166,home,4,20250322
4,1,2,1,1,0,1,0,79402,home,4,20250322
5,0,1,0,0,0,1,0,62907,away,5,20250322
5,1,2,0,0,0,2,0,51907,away,5,20250322
3,1,1,0,0,1,0,0,77532,away,5,20250322
0,0,0,0,0,0,0,0,62934,away,5,20250322
3,0,0,0,0,1,1,0,54944,away,5,20250322
4,0,1,2,0,0,0,0,79215,away,5,20250322
2,0,0,0,0,1,1,0,63963,away,5,20250322
2,0,0,0,0,0,0,0,66965,away,5,20250322
1,0,0,0,0,0,1,0,67905,away,5,20250322
1,0,1,0,0,0,0,0,69995,away,5,20250322
3,0,1,0,0,0,2,0,68912,away,5,20250322
1,0,0,0,0,0,1,0,62244,away,5,20250322
3,0,0,0,0,0,1,0,51344,away,5,20250322
1,0,0,0,0,0,1,0,50903,away,5,20250322
4,1,0,0,0,1,0,0,64646,home,5,20250322
2,0,1,0,0,0,0,0,52605,home,5,20250322
1,0,0,0,0,0,0,0,52667,home,5,20250322
2,0,0,0,0,0,0,0,50600,home,5,20250322
4,1,1,1,0,0,2,0,62947,home,5,20250322
0,0,0,0,0,0,0,0,52641,home,5,20250322
3,1,0,0,0,1,1,0,55645,home,5,20250322
4,0,1,2,0,0,1,0,72443,home,5,20250322
0,1,0,0,0,0,0,0,55636,home,5,20250322
3,1,2,2,0,1,0,0,78603,home,5,20250322
0,1,0,0,0,0,0,0,66614,home,5,20250322
3,0,2,0,0,0,0,0,63260,home,5,20250322
1,1,1,0,0,0,0,0,67609,home,5,20250322
2,0,1,1,0,0,0,0,78122,home,5,20250322
2,1,1,3,1,0,0,0,68646,home,5,20250322
4,1,2,0,0,0,1,0,66606,home,5,20250322
3,0,0,0,0,1,0,0,52591,away,6,20250323
4,0,0,0,0,0,1,0,50150,away,6,20250323
4,0,0,0,0,0,1,0,78513,away,6,20250323
3,0,1,0,0,1,0,0,54529,away,6,20250323
0,1,0,0,0,0,0,0,68507,away,6,20250323
4,1,1,0,0,0,2,0,51551,away,6,20250323
2,0,0,0,0,2,0,0,60523,away,6,20250323
2,0,0,0,0,0,1,0,61102,away,6,20250323
2,0,2,1,0,0,0,0,68518,away,6,20250323
4,0,0,0,0,0,2,0,69517,away,6,20250323
3,0,2,1,0,0,0,0,68205,away,6,20250323
4,1,1,0,0,0,1,0,66108,home,6,20250323
1,1,1,2,1,0,0,0,52121,home,6,20250323
4,0,0,0,0,0,2,0,76290,home,6,20250323
1,0,0,0,0,0,1,0,68119,home,6,20250323
4,1,2,1,1,0,1,0,53123,home,6,20250323
0,0,0,0,0,0,0,0,65905,home,6,20250323
3,1,2,2,1,1,0,0,69102,home,6,20250323
0,1,0,0,0,0,0,1,65207,home,6,20250323
4,0,0,0,0,0,1,0,79109,home,6,20250323
4,1,1,1,1,0,1,0,68110,home,6,20250323
0,0,0,0,0,0,0,0,52103,home,6,20250323
4,2,2,2,1,0,1,0,79365,home,6,20250323
0,0,0,0,0,0,0,0,52154,home,6,20250323
3,1,2,0,0,1,0,1,62415,home,6,20250323
4,1,2,2,0,0,2,0,69100,home,6,20250323
5,0,1,0,0,0,2,0,53554,away,7,20250323
5,0,0,0,0,0,2,0,78224,away,7,20250323
1,0,0,0,0,1,1,0,76232,away,7,20250323
2,0,0,0,0,0,1,0,66112,away,7,20250323
4,0,0,0,0,0,2,0,55208,away,7,20250323
4,2,3,0,0,0,1,0,63123,away,7,20250323
4,0,3,0,0,0,1,0,64153,away,7,20250323
3,0,0,0,0,1,2,0,66928,away,7,20250323
4,0,2,2,0,0,0,0,67207,away,7,20250323
4,0,0,0,0,0,0,0,79231,away,7,20250323
4,0,2,1,0,0,1,0,50854,home,7,20250323
4,0,2,3,0,0,2,0,54812,home,7,20250323
3,0,1,1,0,0,0,0,53827,home,7,20250323
4,0,0,0,0,0,3,0,62895,home,7,20250323
4,0,0,0,0,0,0,0,79456,home,7,20250323
3,0,0,0,0,0,1,0,69813,home,7,20250323
0,0,0,0,0,1,0,0,68868,home,7,20250323
0,0,0,0,0,0,0,0,68805,home,7,20250323
3,1,1,0,0,1,0,0,51868,home,7,20250323
0,0,0,0,0,0,0,1,60558,home,7,20250323
3,2,2,0,0,1,1,1,66864,home,7,20250323
3,2,2,0,0,0,0,0,54805,home,7,20250323
4,3,2,0,0,1,1,0,52366,away,8,20250323
4,0,1,0,0,0,2,0,50167,away,8,20250323
5,2,3,5,1,0,1,0,54444,away,8,20250323
5,0,1,0,0,0,1,0,65357,away,8,20250323
4,0,0,0,0,0,1,0,53344,away,8,20250323
4,0,3,2,0,0,0,0,76267,away,8,20250323
0,0,0,0,0,0,0,0,55371,away,8,20250323
5,0,0,0,0,0,3,0,55393,away,8,20250323
1,0,0,0,0,0,1,0,54305,away,8,20250323
2,0,0,0,0,0,0,0,64984,away,8,20250323
0,1,0,0,0,1,0,0,55397,away,8,20250323
4,1,1,0,0,0,2,0,50357,away,8,20250323
5,1,3,0,0,0,0,2,50458,home,8,20250323
0,0,0,0,0,0,0,0,67005,home,8,20250323
3,0,2,3,0,1,0,0,62234,home,8,20250323
5,0,0,0,0,0,1,0,62404,home,8,20250323
0,0,0,0,0,0,0,0,68463,home,8,20250323
4,1,1,0,0,1,1,0,74540,home,8,20250323
0,1,0,0,0,0,0,0,67449,home,8,20250323
5,2,2,3,2,0,0,0,54400,home,8,20250323
5,1,1,2,1,0,3,0,75125,home,8,20250323
4,1,2,0,0,0,1,1,61404,home,8,20250323
1,0,0,0,0,0,1,0,51407,home,8,20250323
0,0,0,0,0,0,0,0,69428,home,8,20250323
4,2,3,1,1,0,0,0,52430,home,8,20250323
1,1,0,0,0,0,0,1,54408,home,8,20250323
2,1,1,1,0,2,1,0,52415,home,8,20250323
4,1,2,0,0,0,1,0,66704,away,9,20250323
1,0,0,0,0,0,1,0,68700,away,9,20250323
4,1,2,0,0,1,0,0,53764,away,9,20250323
4,0,0,1,0,1,2,0,55734,away,9,20250323
5,1,2,2,1,0,0,0,69737,away,9,20250323
3,0,1,0,0,1,0,0,79192,away,9,20250323
1,0,0,0,0,0,1,0,52769,away,9,20250323
4,0,0,0,0,0,0,0,54795,away,9,20250323
5,1,1,1,1,0,1,0,50704,away,9,20250323
2,0,0,0,0,0,0,0,78288,away,9,20250323
0,0,0,0,0,1,0,0,50707,away,9,20250323
0,0,0,0,0,0,0,0,52704,away,9,20250323
1,0,0,0,0,0,0,0,76812,away,9,20250323
4,0,0,0,0,0,1,0,64006,away,9,20250323
4,1,0,0,0,1,0,0,68050,home,9,20250323
4,1,1,1,0,1,1,0,67025,home,9,20250323
0,0,0,0,0,0,0,0,67006,home,9,20250323
5,1,2,1,0,0,0,0,79240,home,9,20250323
4,0,1,1,0,0,0,1,64004,home,9,20250323
0,0,0,0,0,0,0,0,64012,home,9,20250323
1,0,0,0,0,0,0,0,51007,home,9,20250323
4,0,0,0,0,1,3,0,78548,home,9,20250323
0,1,0,0,0,0,0,0,50092,home,9,20250323
3,0,1,1,0,0,1,0,64007,home,9,20250323
1,0,0,0,0,0,0,0,64504,home,9,20250323
3,0,0,0,0,1,0,0,50054,home,9,20250323
5,0,1,1,0,0,0,0,64166,home,9,20250323
4,1,1,0,0,0,0,0,79402,home,9,20250323
5,0,3,2,0,0,1,0,62907,away,10,20250323
5,0,0,0,0,0,2,0,51907,away,10,20250323
3,0,0,0,0,0,0,0,77532,away,10,20250323
1,0,0,0,0,0,0,0,67905,away,10,20250323
3,1,3,1,1,1,0,0,54944,away,10,20250323
4,1,1,0,0,0,0,0,79215,away,10,20250323
2,2,1,0,0,2,0,0,63963,away,10,20250323
2,0,0,0,0,1,2,0,69995,away,10,20250323
4,0,1,1,0,0,1,0,68912,away,10,20250323
2,1,1,1,0,0,0,0,51344,away,10,20250323
1,0,0,0,0,0,1,0,62934,away,10,20250323
4,0,1,0,0,1,1,0,64646,home,10,20250323
4,0,0,0,0,0,2,0,66606,home,10,20250323
4,0,1,0,0,0,0,0,62947,home,10,20250323
2,1,0,0,0,2,1,0,55645,home,10,20250323
4,0,0,0,0,0,2,0,72443,home,10,20250323
4,1,2,1,0,0,0,0,78603,home,10,20250323
4,1,1,2,1,0,1,0,63260,home,10,20250323
4,1,1,1,1,0,0,0,68646,home,10,20250323
2,0,0,0,0,0,2,0,52667,home,10,20250323
1,0,0,0,0,0,0,0,55636,home,10,20250323
1,0,0,0,0,0,0,0,66614,home,10,20250323
4,0,0,0,0,0,1,0,66704,away,11,20250325
3,0,1,0,0,1,0,0,53764,away,11,20250325
4,0,0,0,0,0,2,0,55734,away,11,20250325
3,0,0,0,0,0,1,0,69737,away,11,20250325
3,0,0,0,0,0,2,0,79192,away,11,20250325
3,0,0,0,0,0,2,0,79608,away,11,20250325
0,0,0,0,0,0,0,0,68700,away,11,20250325
2,0,0,0,0,0,1,0,50704,away,11,20250325
1,0,0,0,0,0,0,0,54795,away,11,20250325
2,0,0,0,0,0,0,0,78288,away,11,20250325
1,0,1,0,0,0,0,0,65703,away,11,20250325
2,0,0,0,0,0,0,0,64006,away,11,20250325
1,0,0,0,0,0,0,0,52769,away,11,20250325
0,0,0,0,0,0,0,0,76812,away,11,20250325
4,1,1,0,0,0,1,0,66108,home,11,20250325
3,0,1,0,0,0,0,0,68110,home,11,20250325
0,1,0,0,0,0,0,0,52103,home,11,20250325
3,2,1,1,0,1,0,0,53123,home,11,20250325
3,0,2,2,0,1,0,0,69102,home,11,20250325
3,0,0,0,0,0,1,0,79109,home,11,20250325
4,0,1,1,0,0,0,0,79365,home,11,20250325
1,0,0,0,0,0,1,0,52121,home,11,20250325
1,0,0,0,0,0,0,0,76290,home,11,20250325
1,0,0,0,0,0,0,0,68119,home,11,20250325
4,0,0,0,0,0,3,0,62415,home,11,20250325
2,0,0,0,0,1,1,0,69100,home,11,20250325
0,1,0,0,0,0,0,0,65207,home,11,20250325
3,0,0,0,0,0,2,0,50500,away,12,20250325
1,0,1,0,0,0,0,0,60523,away,12,20250325
0,0,0,0,0,0,0,0,52568,away,12,20250325
1,0,0,0,0,0,1,0,62884,away,12,20250325
0,0,0,0,0,0,0,0,62802,away,12,20250325
3,1,1,0,0,1,0,0,69517,away,12,20250325
0,0,0,0,0,0,0,0,68242,away,12,20250325
0,0,0,0,0,0,0,0,62528,away,12,20250325
0,0,0,0,0,1,0,0,61102,away,12,20250325
0,0,0,0,0,0,0,0,50608,away,12,20250325
0,0,0,0,0,0,0,0,54503,away,12,20250325
0,0,0,0,0,0,0,0,54537,away,12,20250325
0,0,0,0,0,0,0,0,69594,away,12,20250325
5,0,1,0,0,0,1,0,51551,away,12,20250325
5,0,1,1,0,0,0,0,54529,away,12,20250325
5,1,1,0,0,0,1,0,52591,away,12,20250325
3,0,1,0,0,0,0,0,78513,away,12,20250325
1,0,1,0,0,0,0,1,68507,away,12,20250325
4,1,2,1,0,1,0,0,50150,away,12,20250325
3,0,0,0,0,1,1,0,68205,away,12,20250325
4,0,1,1,0,1,0,0,68518,away,12,20250325
3,0,1,0,0,2,1,1,50854,home,12,20250325
5,0,0,0,0,0,1,0,54812,home,12,20250325
4,0,1,0,0,1,1,0,67893,home,12,20250325
0,0,0,0,0,0,0,0,66864,home,12,20250325
5,1,1,1,1,0,0,0,53827,home,12,20250325
4,0,0,0,0,1,1,0,60558,home,12,20250325
3,0,0,0,0,0,0,0,79456,home,12,20250325
3,0,0,0,0,0,1,0,51868,home,12,20250325
1,0,0,0,0,0,0,0,62895,home,12,20250325
3,0,0,0,0,1,0,0,54805,home,12,20250325
4,1,1,1,1,0,1,0,69813,home,12,20250325
0,0,0,0,0,0,0,0,68805,home,12,20250325
3,1,1,0,0,1,1,0,62907,away,13,20250325
1,0,0,0,0,0,0,0,69995,away,13,20250325
2,2,1,0,0,2,0,0,51907,away,13,20250325
1,0,0,0,0,0,1,0,66965,away,13,20250325
4,1,3,0,0,0,0,0,77532,away,13,20250325
1,0,0,0,0,0,1,0,68912,away,13,20250325
4,0,1,1,0,0,2,0,54944,away,13,20250325
2,0,1,2,0,0,0,0,79215,away,13,20250325
2,1,1,0,0,0,0,0,50996,away,13,20250325
2,0,1,1,0,0,1,0,63963,away,13,20250325
2,0,0,0,0,0,1,0,67905,away,13,20250325
4,0,0,0,0,0,2,0,62244,away,13,20250325
2,0,0,0,0,1,0,0,51344,away,13,20250325
1,0,1,1,0,0,0,0,50903,away,13,20250325
4,0,0,0,0,0,2,0,62934,away,13,20250325
3,3,2,0,0,1,0,0,50458,home,13,20250325
1,0,1,0,0,0,0,0,67449,home,13,20250325
2,1,1,3,1,1,1,0,52415,home,13,20250325
1,0,0,0,0,0,0,0,54408,home,13,20250325
2,2,2,4,1,1,0,0,62404,home,13,20250325
1,0,0,0,0,0,1,0,67005,home,13,20250325
4,1,0,0,0,1,1,0,74540,home,13,20250325
0,0,0,0,0,0,0,0,69428,home,13,20250325
4,0,0,0,0,1,2,0,54400,home,13,20250325
3,2,1,1,1,2,0,0,75125,home,13,20250325
4,2,3,4,1,0,1,0,52430,home,13,20250325
1,0,0,0,0,0,1,0,65586,home,13,20250325
3,1,1,0,0,0,0,0,61404,home,13,20250325
1,0,0,0,0,1,1,0,68463,home,13,20250325
3,2,1,1,0,0,1,0,62234,home,13,20250325
5,1,1,0,0,0,2,0,53554,away,14,20250325
5,1,1,1,0,0,2,0,78224,away,14,20250325
4,0,3,0,0,0,0,0,63123,away,14,20250325
3,0,2,1,0,1,0,0,55208,away,14,20250325
4,0,0,1,0,0,0,0,76232,away,14,20250325
3,0,1,0,0,0,2,0,64153,away,14,20250325
4,0,0,0,0,0,2,0,50208,away,14,20250325
3,0,0,0,0,0,2,0,67207,away,14,20250325
1,0,1,0,0,0,0,0,63257,away,14,20250325
4,1,3,0,0,0,0,1,79231,away,14,20250325
5,1,2,2,1,0,1,0,68050,home,14,20250325
3,0,0,0,0,2,1,0,67025,home,14,20250325
5,1,2,1,1,0,1,0,79240,home,14,20250325
4,1,2,0,0,0,0,0,64004,home,14,20250325
0,0,0,0,0,0,0,0,51007,home,14,20250325
3,1,0,0,0,1,0,0,78548,home,14,20250325
2,2,1,0,0,1,0,0,50054,home,14,20250325
0,0,0,0,0,0,0,0,64504,home,14,20250325
4,1,1,3,0,0,0,0,76313,home,14,20250325
4,0,3,2,0,0,0,1,64166,home,14,20250325
4,1,1,0,0,0,1,0,79402,home,14,20250325
0,0,0,0,0,0,0,0,51003,home,14,20250325
4,2,1,0,0,1,1,1,65357,away,15,20250325
5,0,1,1,0,0,2,0,52366,away,15,20250325
4,1,2,0,0,0,1,0,50167,away,15,20250325
3,0,0,2,0,1,1,0,54444,away,15,20250325
4,1,1,1,0,0,1,0,76267,away,15,20250325
3,0,0,0,0,0,0,0,53344,away,15,20250325
1,0,1,0,0,0,0,0,55397,away,15,20250325
4,0,1,1,0,0,1,0,50357,away,15,20250325
2,0,0,0,0,0,1,0,64984,away,15,20250325
2,0,1,0,0,0,0,0,55393,away,15,20250325
4,2,2,1,1,0,1,0,55392,away,15,20250325
0,0,0,0,0,0,0,0,62332,away,15,20250325
1,0,1,0,0,0,0,1,64646,home,15,20250325
4,2,2,0,0,0,1,0,66614,home,15,20250325
5,1,2,3,1,0,0,0,55645,home,15,20250325
4,3,3,3,2,1,1,0,62947,home,15,20250325
0,0,0,0,0,0,0,0,67609,home,15,20250325
4,1,2,1,1,1,1,0,72443,home,15,20250325
4,1,2,2,0,1,0,0,78603,home,15,20250325
5,0,2,0,0,0,0,0,63260,home,15,20250325
3,0,0,0,0,0,1,0,78168,home,15,20250325
1,0,0,0,0,0,0,0,50600,home,15,20250325
3,0,1,1,0,0,0,0,78122,home,15,20250325
0,1,0,0,0,0,0,0,55636,home,15,20250325
1,0,0,0,0,0,1,0,68646,home,15,20250325
5,2,2,1,1,0,0,1,66606,home,15,20250325
4,0,0,0,0,0,0,0,66704,away,16,20250326
4,0,0,0,0,0,0,0,53764,away,16,20250326
3,0,0,0,0,1,1,0,55734,away,16,20250326
3,0,1,0,0,0,1,0,69737,away,16,20250326
3,0,1,0,0,0,0,0,79192,away,16,20250326
2,0,0,0,0,1,0,0,54795,away,16,20250326
3,0,0,0,0,0,2,0,50704,away,16,20250326
3,0,0,0,0,0,1,0,76812,away,16,20250326
3,0,0,0,0,0,0,0,64006,away,16,20250326
3,0,0,0,0,1,1,0,66108,home,16,20250326
4,0,3,2,0,0,0,0,68119,home,16,20250326
0,0,0,0,0,0,0,0,52103,home,16,20250326
4,0,1,0,0,1,1,0,53123,home,16,20250326
3,1,1,1,1,2,1,0,69102,home,16,20250326
5,0,0,0,0,0,2,0,79109,home,16,20250326
1,0,0,0,0,2,0,0,76290,home,16,20250326
1,0,0,0,0,0,1,0,68110,home,16,20250326
3,0,1,0,0,1,2,0,79365,home,16,20250326
4,1,2,0,0,0,1,0,62415,home,16,20250326
3,2,2,1,0,1,0,2,65207,home,16,20250326
4,0,2,0,0,0,1,1,50500,away,17,20250326
3,0,1,0,0,1,0,0,52591,away,17,20250326
4,0,0,0,0,0,1,0,50150,away,17,20250326
4,0,0,0,0,0,0,0,54529,away,17,20250326
3,0,1,0,0,0,1,0,51551,away,17,20250326
0,0,0,0,0,0,0,0,68507,away,17,20250326
1,0,0,0,0,0,0,0,62884,away,17,20250326
3,1,1,0,0,0,0,0,78513,away,17,20250326
3,0,1,0,0,0,0,0,68205,away,17,20250326
2,0,0,0,0,0,2,0,62802,away,17,20250326
1,0,0,0,0,0,0,0,60523,away,17,20250326
3,0,1,1,0,0,1,0,68518,away,17,20250326
4,1,1,1,1,0,0,0,50854,home,17,20250326
4,1,2,0,0,0,2,0,54812,home,17,20250326
2,0,0,0,0,1,0,0,60558,home,17,20250326
3,0,0,0,0,1,1,0,53827,home,17,20250326
3,0,1,1,0,1,1,0,69813,home,17,20250326
0,0,0,0,0,0,0,0,68805,home,17,20250326
3,1,1,0,0,1,2,0,67893,home,17,20250326
4,0,1,0,0,0,2,0,79456,home,17,20250326
1,0,0,0,0,1,1,0,51868,home,17,20250326
0,0,0,0,0,0,0,0,76802,home,17,20250326
2,0,1,1,0,0,0,0,54805,home,17,20250326
1,0,0,0,0,0,0,0,62895,home,17,20250326
0,0,0,0,0,0,0,0,66864,home,17,20250326
3,1,1,0,0,0,1,2,62907,away,18,20250326
2,0,0,0,0,1,0,0,66965,away,18,20250326
4,1,1,1,0,0,1,0,51907,away,18,20250326
3,2,2,0,0,1,0,0,77532,away,18,20250326
1,1,1,0,0,0,0,0,50996,away,18,20250326
5,2,3,3,1,0,0,0,54944,away,18,20250326
5,1,2,1,0,0,0,0,79215,away,18,20250326
2,0,2,0,0,2,0,0,63963,away,18,20250326
0,0,0,0,0,0,0,1,67905,away,18,20250326
3,0,1,0,0,1,0,0,68912,away,18,20250326
3,0,1,2,0,0,1,0,50903,away,18,20250326
1,0,0,0,0,0,0,0,51344,away,18,20250326
5,0,1,0,0,0,0,0,69995,away,18,20250326
4,2,1,0,0,0,1,0,50458,home,18,20250326
2,2,0,0,0,1,1,0,52415,home,18,20250326
4,0,2,2,0,0,0,0,62404,home,18,20250326
4,0,1,2,0,0,1,0,74540,home,18,20250326
4,0,0,0,0,0,1,0,54400,home,18,20250326
4,1,1,0,0,0,2,0,52430,home,18,20250326
4,1,1,2,1,0,1,0,75125,home,18,20250326
4,0,0,0,0,0,1,0,62234,home,18,20250326
3,0,0,0,0,0,1,0,68463,home,18,20250326
1,0,0,0,0,0,0,0,61404,home,18,20250326
4,1,1,0,0,0,1,0,53554,away,19,20250326
1,0,0,0,0,0,0,0,54214,away,19,20250326
4,0,1,0,0,0,1,0,78224,away,19,20250326
4,1,1,0,0,0,1,0,63123,away,19,20250326
4,1,2,1,0,0,0,0,55208,away,19,20250326
4,0,2,1,0,0,0,0,76232,away,19,20250326
4,0,1,1,0,0,1,0,64153,away,19,20250326
0,0,0,0,0,0,0,0,50204,away,19,20250326
4,0,1,0,0,0,1,0,66928,away,19,20250326
3,0,0,0,0,0,2,0,50208,away,19,20250326
1,0,0,0,0,0,0,0,67207,away,19,20250326
4,0,1,0,0,0,0,0,79231,away,19,20250326
5,0,1,0,0,0,0,0,68050,home,19,20250326
4,0,1,0,0,0,1,0,67025,home,19,20250326
4,0,1,1,0,0,0,0,79240,home,19,20250326
4,0,2,0,0,0,0,0,64004,home,19,20250326
4,1,1,0,0,0,1,0,78548,home,19,20250326
2,0,0,0,0,0,1,0,76313,home,19,20250326
1,0,0,0,0,1,0,0,64007,home,19,20250326
2,0,1,1,0,1,0,0,64504,home,19,20250326
1,0,0,0,0,0,1,0,50054,home,19,20250326
4,0,0,0,0,0,1,0,64166,home,19,20250326
3,1,2,0,0,1,0,0,79402,home,19,20250326
0,0,0,0,0,0,0,0,50092,home,19,20250326
5,2,2,1,0,0,0,0,52366,away,20,20250326
2,1,1,0,0,0,0,0,50357,away,20,20250326
6,1,3,2,0,0,1,0,50167,away,20,20250326
4,2,2,4,1,2,2,0,54444,away,20,20250326
0,0,0,0,0,0,0,0,51359,away,20,20250326
5,2,2,2,0,1,1,0,65357,away,20,20250326
6,2,3,2,0,0,0,0,76267,away,20,20250326
0,0,0,0,0,0,0,0,53301,away,20,20250326
5,3,4,2,0,0,0,0,55397,away,20,20250326
1,0,0,0,0,0,1,0,78135,away,20,20250326
2,1,1,0,0,2,0,0,55393,away,20,20250326
1,0,1,0,0,1,0,0,64984,away,20,20250326
5,2,1,1,0,0,0,0,62332,away,20,20250326
5,1,1,1,0,1,1,0,78756,away,20,20250326
4,1,1,0,0,1,1,1,66606,home,20,20250326
1,0,1,1,0,0,0,0,78168,home,20,20250326
2,2,1,0,0,2,1,0,55645,home,20,20250326
1,0,1,2,0,1,0,0,66614,home,20,20250326
3,0,1,3,0,2,0,0,62947,home,20,20250326
1,0,0,0,0,0,0,0,55636,home,20,20250326
4,1,2,2,0,1,0,0,72443,home,20,20250326
