team,player_id,player_name,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SAC,SF,BB,IBB,HBP,SO,GDP,SLG,OBP,E,SB%,MH,OPS,RISP,PH-BA,SBA,power,contact,batting_eye,speed,style
WO,51359,장재영,0.143,10,16,14,1,2,0,0,0,2,2,1,0,0,0,2,0,0,7,0,0.143,0.25,1,100.0,0,0.393,0.333,0.0,1,0.5,0.52,0.528,0.508,4
WO,55393,여동욱,0.132,28,61,53,6,7,1,0,2,14,2,0,0,1,0,7,0,0,21,2,0.264,0.233,4,0.0,0,0.497,0.0,0.286,0,0.52,0.559,0.554,0.5,4
WO,55371,권혁빈,0.1,22,24,20,1,2,0,0,0,2,1,0,0,2,0,2,0,0,7,1,0.1,0.182,0,0.0,0,0.282,0.0,0.0,0,0.5,0.544,0.536,0.5,4
WO,65898,김웅빈,0.083,10,31,24,1,2,0,0,0,2,0,0,0,1,0,6,0,0,7,2,0.083,0.267,0,0.0,0,0.35,0.0,0.0,0,0.5,0.521,0.543,0.5,4
WO,55370,양현종,0.083,12,14,12,1,1,0,0,0,1,0,0,0,0,0,2,0,0,5,0,0.083,0.214,1,0.0,0,0.297,0.0,0.0,0,0.5,0.523,0.533,0.5,4
WO,53301,박윤성,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
WO,55394,박정훈,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
WO,69328,박주성,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
WO,53309,서유신,0.0,6,8,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0.0,0.125,1,0.0,0,0.125,0.0,0.0,0,0.5,0.508,0.517,0.5,4
WO,69045,알칸타라,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
WO,53302,이승원,0.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0,0.5,0.501,0.517,0.5,4
WO,55301,이준우,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
WO,52330,주승우,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
