team,player_id,player_name,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SAC,SF,BB,IBB,HBP,SO,GDP,SLG,OBP,E,SB%,MH,OPS,RISP,PH-BA,SBA,power,contact,batting_eye,speed,style
LG,62558,김준태,1.0,2,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,1.0,0,0.0,0,2.0,0.0,1.0,0,0.5,0.511,0.539,0.5,4
LG,54166,김현종,0.4,10,6,5,3,2,1,0,0,3,0,0,0,0,0,1,0,0,1,1,0.6,0.5,0,0.0,0,1.1,0.0,0.5,0,0.5,0.533,0.56,0.5,4
LG,65207,신민재,0.313,135,538,463,87,145,15,7,1,177,61,15,9,6,4,62,0,3,57,7,0.382,0.395,12,62.5,37,0.777,0.407,0.5,24,0.51,0.96,0.979,0.69,1
LG,53123,오스틴,0.313,116,499,425,82,133,25,1,31,253,95,3,0,0,11,61,7,2,62,11,0.595,0.393,8,100.0,38,0.988,0.292,0.0,3,0.81,0.889,0.911,0.524,0
LG,68119,문성주,0.305,135,542,475,57,145,20,2,3,178,70,4,3,0,9,54,0,4,59,10,0.375,0.375,1,57.1,43,0.75,0.321,0.167,7,0.53,0.953,0.942,0.556,2
LG,76290,김현수,0.298,140,552,483,66,144,24,0,12,204,90,4,0,0,1,64,1,4,73,10,0.422,0.384,4,100.0,36,0.806,0.362,0.4,4,0.62,0.965,0.972,0.532,0
LG,66108,홍창기,0.287,51,215,174,32,50,4,0,1,57,16,3,0,2,4,29,0,6,40,4,0.328,0.399,0,100.0,11,0.727,0.146,0.667,3,0.51,0.656,0.685,0.524,4
LG,69100,구본혁,0.286,131,397,343,41,98,16,2,1,121,38,10,5,12,0,36,1,6,44,4,0.353,0.364,6,66.7,26,0.717,0.299,0.333,15,0.51,0.921,0.909,0.619,2
LG,52103,최원영,0.282,119,115,103,37,29,5,0,0,34,2,8,4,3,1,4,0,4,20,4,0.33,0.33,1,66.7,2,0.66,0.174,0.667,12,0.5,0.849,0.765,0.595,2
LG,62415,박해민,0.276,144,544,442,80,122,18,2,3,153,43,49,14,22,4,68,0,8,94,7,0.346,0.379,1,77.8,29,0.725,0.231,0.0,63,0.53,0.961,0.967,1.0,1
LG,69102,문보경,0.276,141,607,515,91,142,21,1,24,237,108,3,1,0,9,79,3,4,108,15,0.46,0.371,16,75.0,38,0.831,0.274,0.333,4,0.74,0.952,0.952,0.532,2
LG,55164,박관우,0.264,39,58,53,12,14,2,0,2,22,13,0,0,0,1,3,0,1,11,1,0.415,0.31,1,0.0,0,0.725,0.294,0.368,0,0.52,0.609,0.595,0.5,4
LG,79109,오지환,0.253,127,472,419,57,106,24,1,16,180,62,9,7,7,6,37,0,3,115,4,0.43,0.314,9,56.3,27,0.744,0.283,0.333,16,0.66,0.872,0.774,0.627,2
LG,79365,박동원,0.253,139,523,451,57,114,25,0,22,205,76,4,0,3,5,62,4,2,124,10,0.455,0.342,8,100.0,27,0.797,0.235,0.143,4,0.72,0.916,0.873,0.532,2
LG,50054,천성호,0.237,83,199,173,24,41,9,2,1,57,17,3,1,4,0,17,0,5,29,2,0.329,0.323,4,75.0,8,0.652,0.25,0.154,4,0.51,0.739,0.725,0.532,3
LG,52154,이주헌,0.219,76,156,128,22,28,3,0,4,43,9,0,0,2,0,18,0,8,30,2,0.336,0.351,4,0.0,5,0.687,0.111,0.25,0,0.54,0.712,0.728,0.5,3
LG,68110,송찬의,0.211,66,166,147,18,31,9,1,3,51,20,2,2,1,1,9,0,8,49,4,0.347,0.291,1,50.0,7,0.638,0.237,0.273,4,0.53,0.668,0.615,0.532,4
LG,51100,이영빈,0.208,44,75,72,12,15,1,1,3,27,9,1,0,1,1,1,0,0,35,1,0.375,0.216,0,100.0,1,0.591,0.238,0.0,1,0.53,0.596,0.515,0.508,4
LG,52105,김성우,0.2,7,5,5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.2,0.2,0,0.0,0,0.4,0.333,0.0,0,0.5,0.517,0.522,0.5,4
LG,66162,김주성,0.2,16,17,15,3,3,0,0,1,6,1,0,2,0,0,1,0,1,2,0,0.4,0.294,1,0.0,0,0.694,0.0,0.25,2,0.51,0.543,0.552,0.516,4
LG,54156,손용준,0.2,9,16,15,3,3,0,0,0,3,1,1,0,0,0,0,0,1,5,2,0.2,0.25,1,100.0,0,0.45,0.25,0.0,1,0.5,0.52,0.523,0.508,4
LG,50108,함창건,0.188,15,36,32,2,6,2,0,0,8,2,0,0,0,1,3,0,0,9,1,0.25,0.25,0,0.0,1,0.5,0.1,0.2,0,0.5,0.536,0.54,0.5,4
LG,67504,김민수,0.182,13,13,11,0,2,0,0,0,2,1,1,0,0,1,1,0,0,6,0,0.182,0.231,0,100.0,0,0.413,0.0,0.0,1,0.5,0.527,0.524,0.508,4
LG,52121,문정빈,0.167,21,33,30,5,5,0,0,2,11,4,0,0,0,0,1,0,2,11,0,0.367,0.242,0,0.0,1,0.609,0.1,0.333,0,0.52,0.547,0.533,0.5,4
LG,55167,김영우,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
LG,75867,김진성,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
LG,51154,김진수,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
LG,53139,박명근,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
LG,65109,백승현,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
LG,51526,우강훈,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
LG,50106,유영찬,0.0,11,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.5,0,0.0,0,0.5,0.0,0.0,0,0.5,0.527,0.599,0.5,4
LG,61145,이우찬,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
LG,69134,이정용,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
LG,69108,이지강,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
LG,63950,장현식,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
LG,65905,최승민,0.0,19,6,5,6,0,0,0,0,0,0,1,2,0,0,1,0,0,2,0,0.0,0.167,1,33.3,0,0.167,0.0,0.0,3,0.5,0.532,0.541,0.524,4
LG,63248,함덕주,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
HH,55712,이승현,1.0,4,1,1,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,3.0,1.0,0,0.0,0,4.0,1.0,1.0,0,0.5,0.523,0.547,0.5,4
HH,51762,장규현,1.0,2,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,1.0,0,0.0,0,2.0,0.0,0.0,0,0.5,0.511,0.539,0.5,4
HH,53764,문현빈,0.32,141,592,528,71,169,30,2,12,239,80,17,6,5,11,38,2,10,82,11,0.453,0.37,3,73.9,53,0.823,0.319,0.25,23,0.62,0.976,0.902,0.683,2
HH,55703,리베라토,0.313,62,273,246,41,77,18,2,10,129,39,1,0,0,4,23,0,0,47,3,0.524,0.366,3,100.0,22,0.89,0.339,0.0,1,0.6,0.695,0.686,0.508,2
HH,62700,하주석,0.297,95,305,276,34,82,14,0,4,108,28,2,1,11,1,12,0,5,66,10,0.391,0.337,2,66.7,24,0.728,0.329,0.091,3,0.54,0.787,0.708,0.524,2
HH,77532,손아섭,0.288,111,416,372,39,107,22,3,1,138,50,0,4,4,2,37,2,1,59,3,0.371,0.352,0,0.0,24,0.723,0.31,0.222,4,0.51,0.853,0.825,0.532,2
HH,79192,채은성,0.288,132,527,480,54,138,27,1,19,224,88,1,2,3,0,31,5,13,96,4,0.467,0.347,6,33.3,39,0.814,0.333,0.0,3,0.69,0.919,0.828,0.524,2
HH,78288,최재훈,0.286,121,348,269,28,77,15,0,1,95,35,1,1,10,6,46,0,17,48,4,0.353,0.414,5,50.0,16,0.767,0.355,0.0,2,0.51,0.89,0.949,0.516,3
HH,66657,이진영,0.274,115,366,321,49,88,13,0,11,134,43,1,4,0,5,38,0,2,93,8,0.417,0.35,2,20.0,19,0.767,0.239,0.25,5,0.61,0.84,0.798,0.54,2
HH,54795,황영묵,0.273,117,286,260,40,71,17,1,1,93,22,1,3,2,1,20,0,2,37,4,0.358,0.329,6,25.0,18,0.687,0.3,0.455,4,0.51,0.857,0.81,0.532,2
HH,55734,플로리얼,0.271,65,285,258,36,70,18,2,8,116,29,13,3,0,2,24,2,1,65,2,0.45,0.333,5,81.3,21,0.783,0.222,0.0,16,0.58,0.69,0.664,0.627,2
HH,66704,김태연,0.261,120,340,303,40,79,15,0,3,103,20,5,3,6,0,23,0,8,62,10,0.34,0.329,5,62.5,19,0.669,0.197,0.067,8,0.53,0.856,0.791,0.563,2
HH,65703,이도윤,0.26,113,277,250,37,65,11,3,1,85,36,1,0,10,3,11,1,3,52,5,0.34,0.296,4,100.0,13,0.636,0.25,0.4,1,0.51,0.827,0.722,0.508,2
HH,69737,노시환,0.26,144,624,539,97,140,28,2,32,268,101,14,5,0,4,70,10,11,125,22,0.497,0.354,17,73.7,37,0.851,0.29,0.0,19,0.82,0.948,0.912,0.651,2
HH,50707,최인호,0.259,78,159,139,7,36,9,0,2,51,19,1,0,1,1,13,0,5,29,5,0.367,0.342,0,100.0,6,0.709,0.3,0.308,1,0.52,0.725,0.711,0.508,2
HH,64006,심우준,0.231,94,275,247,39,57,9,1,2,74,22,11,1,7,1,17,0,3,49,4,0.3,0.287,7,91.7,9,0.587,0.25,0.0,12,0.52,0.764,0.7,0.595,3
HH,68700,이원석,0.203,129,248,212,60,43,7,0,4,62,24,22,3,7,2,23,0,4,51,4,0.292,0.29,1,88.0,11,0.582,0.149,0.5,25,0.54,0.847,0.787,0.698,1
HH,52704,이상혁,0.2,39,12,10,14,2,1,0,0,3,2,3,4,1,0,0,0,1,3,0,0.3,0.273,0,42.9,0,0.573,0.25,0.0,7,0.5,0.597,0.56,0.556,4
HH,76812,이재원,0.2,98,151,125,4,25,2,1,1,32,12,1,1,8,3,14,0,1,23,3,0.256,0.28,6,50.0,3,0.536,0.162,0.0,2,0.51,0.763,0.735,0.516,3
HH,79608,안치홍,0.172,66,196,174,9,30,4,0,2,40,18,3,0,4,1,16,2,1,39,4,0.23,0.245,1,100.0,5,0.475,0.238,0.2,3,0.52,0.666,0.629,0.524,4
HH,52764,허인서,0.172,20,30,29,2,5,1,0,0,6,2,0,0,0,0,0,0,1,12,1,0.207,0.2,1,0.0,0,0.407,0.182,0.333,0,0.5,0.542,0.517,0.5,4
HH,52769,권광민,0.167,15,18,18,2,3,1,0,0,4,0,0,0,0,0,0,0,0,5,1,0.222,0.167,0,0.0,0,0.389,0.0,0.25,0,0.5,0.532,0.52,0.5,4
HH,50704,임종찬,0.167,17,35,30,2,5,1,0,1,9,2,2,0,0,0,5,0,0,13,0,0.3,0.286,1,100.0,1,0.586,0.2,0.0,2,0.51,0.538,0.548,0.516,4
HH,69766,유로결,0.154,20,16,13,1,2,0,0,0,2,0,1,0,2,0,0,0,1,4,0,0.154,0.214,0,100.0,0,0.368,0.0,0.0,1,0.5,0.545,0.53,0.508,4
HH,66715,김인환,0.08,10,26,25,2,2,0,0,1,5,3,0,0,0,0,1,0,0,9,1,0.2,0.115,2,0.0,0,0.315,0.167,0.0,0,0.51,0.518,0.515,0.5,4
HH,53754,김서현,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
HH,50711,김승일,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
HH,63765,김종수,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
HH,67703,박상원,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
HH,50709,박정현,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,0.502,0.513,0.5,4
HH,69213,윤산흠,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
HH,55710,이민재,0.0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,0.504,0.514,0.5,4
HH,55743,정우주,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
HH,54768,조동욱,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
HH,61666,한승혁,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
LT,55509,박건우,0.667,6,3,3,1,2,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0.667,0.667,0,0.0,0,1.334,1.0,0.0,0,0.5,0.525,0.539,0.5,4
LT,55530,박찬형,0.341,48,148,129,21,44,8,2,3,65,19,1,1,0,1,11,1,7,26,1,0.504,0.419,6,50.0,10,0.923,0.364,0.625,2,0.53,0.655,0.663,0.516,4
LT,54529,레이예스,0.326,144,643,573,75,187,44,1,13,272,107,7,1,0,9,58,17,3,66,25,0.475,0.386,2,87.5,60,0.861,0.375,0.0,8,0.63,1.0,0.975,0.563,2
LT,78513,전준우,0.293,114,472,410,50,120,26,1,8,172,70,2,1,3,6,44,2,9,71,9,0.42,0.369,0,66.7,29,0.789,0.359,0.25,3,0.58,0.868,0.847,0.524,2
LT,68205,전민재,0.287,101,369,331,39,95,15,0,5,125,34,3,3,10,2,22,0,4,63,7,0.378,0.337,16,50.0,27,0.715,0.253,0.0,6,0.55,0.812,0.752,0.548,2
LT,55563,박재엽,0.286,9,16,14,2,4,1,0,1,8,3,0,0,0,0,2,0,0,5,0,0.571,0.375,1,0.0,1,0.946,0.2,0.0,0,0.51,0.525,0.54,0.5,4
LT,52591,윤동희,0.282,97,399,330,54,93,21,1,9,143,53,4,2,3,6,49,2,11,65,12,0.433,0.386,3,66.7,26,0.819,0.292,0.5,6,0.59,0.806,0.827,0.548,3
LT,61102,유강남,0.274,110,350,303,35,83,18,0,5,116,38,0,0,3,5,26,0,13,66,11,0.383,0.352,2,0.0,18,0.735,0.204,0.417,0,0.55,0.834,0.79,0.5,2
LT,52568,한태양,0.274,108,267,230,42,63,14,2,2,87,22,3,2,3,0,32,0,2,69,3,0.378,0.367,7,60.0,11,0.745,0.274,0.167,5,0.52,0.817,0.806,0.54,2
LT,69517,고승민,0.271,121,538,469,71,127,21,2,4,164,45,5,1,6,4,56,1,3,83,8,0.35,0.35,6,83.3,36,0.7,0.241,0.0,6,0.54,0.883,0.859,0.548,2
LT,62931,노진혁,0.27,28,69,63,11,17,1,2,1,25,5,0,0,0,0,5,0,1,20,0,0.397,0.333,2,0.0,2,0.73,0.188,0.267,0,0.51,0.577,0.571,0.5,4
LT,68507,장두성,0.262,118,284,248,51,65,3,3,0,74,25,17,5,7,2,24,0,3,64,3,0.298,0.332,3,77.3,19,0.63,0.269,0.0,22,0.5,0.843,0.785,0.675,2
LT,50500,황성빈,0.256,79,273,246,43,63,4,4,1,78,22,25,4,3,2,18,0,4,46,3,0.317,0.315,3,86.2,19,0.632,0.213,0.0,29,0.51,0.732,0.692,0.73,2
LT,50150,손호영,0.25,97,375,328,39,82,12,0,4,106,41,7,0,11,4,22,0,10,66,9,0.323,0.313,17,100.0,24,0.636,0.321,0.0,7,0.54,0.786,0.723,0.556,2
LT,77564,김민성,0.243,96,254,214,25,52,13,0,3,74,35,0,1,2,1,33,1,4,48,7,0.346,0.353,6,0.0,12,0.699,0.233,0.235,1,0.53,0.778,0.796,0.508,3
LT,54598,이호준,0.242,99,153,132,20,32,7,4,3,56,23,1,0,3,1,14,0,3,33,3,0.424,0.327,10,100.0,6,0.751,0.313,0.0,1,0.53,0.776,0.747,0.508,3
LT,51551,나승엽,0.229,105,392,328,40,75,12,2,9,118,44,0,0,3,1,55,2,5,65,10,0.36,0.347,8,0.0,13,0.707,0.275,0.571,0,0.59,0.81,0.835,0.5,3
LT,52504,김동혁,0.225,93,114,89,19,20,4,1,0,26,6,13,4,4,0,18,0,3,26,3,0.292,0.373,0,76.5,4,0.665,0.235,0.0,17,0.5,0.756,0.807,0.635,1
LT,60523,정훈,0.216,77,200,185,14,40,11,0,2,57,11,0,0,2,0,10,1,3,40,4,0.308,0.268,2,0.0,7,0.576,0.14,0.083,0,0.52,0.706,0.643,0.5,4
LT,62802,박승욱,0.19,54,92,84,10,16,3,0,0,19,5,1,1,2,0,5,0,1,30,0,0.226,0.244,2,50.0,2,0.47,0.2,0.0,2,0.5,0.628,0.572,0.516,4
LT,68518,정보근,0.186,93,152,129,4,24,4,1,1,33,15,0,0,4,0,18,1,1,39,4,0.256,0.291,2,0.0,3,0.547,0.293,0.0,0,0.51,0.735,0.713,0.5,3
LT,69508,신윤후,0.167,12,13,12,1,2,0,0,0,2,0,1,0,1,0,0,0,0,3,0,0.167,0.167,0,100.0,0,0.334,0.0,0.0,1,0.5,0.527,0.521,0.508,4
LT,62884,최항,0.167,8,7,6,1,1,0,0,0,1,1,0,0,0,0,1,0,0,4,0,0.167,0.286,1,0.0,0,0.453,0.25,0.0,0,0.5,0.516,0.525,0.5,4
LT,51528,손성빈,0.145,51,69,62,6,9,0,0,1,12,3,0,0,2,0,4,0,1,20,1,0.194,0.209,1,0.0,0,0.403,0.125,0.0,0,0.51,0.613,0.563,0.5,4
LT,52516,조세진,0.143,12,9,7,1,1,0,0,0,1,0,0,0,0,0,2,0,0,4,0,0.143,0.333,0,0.0,0,0.476,0.0,0.0,0,0.5,0.525,0.547,0.5,4
LT,55506,한승현,0.059,19,19,17,1,1,0,0,0,1,1,1,1,0,1,1,0,0,6,0,0.059,0.105,0,50.0,0,0.164,0.0,0.0,2,0.5,0.534,0.517,0.516,4
LT,54567,강성우,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,0.5,,,0.508,3
LT,54506,강승구,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,0.501,0.517,0.5,4
LT,63543,구승민,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
LT,65522,김강현,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
LT,76430,김상수,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
LT,62528,김원중,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
LT,54503,박준우,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
LT,69594,박진,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
LT,67588,윤성빈,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
LT,50608,이인한,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
LT,55511,이태경,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,0.501,0.509,0.5,4
LT,68242,정철원,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
LT,54537,정현수,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
SS,69207,김태근,0.333,11,14,12,2,4,0,0,0,4,0,0,0,0,0,2,0,0,4,0,0.333,0.429,0,0.0,0,0.762,0.0,0.5,0,0.5,0.533,0.552,0.5,4
SS,67449,김성윤,0.331,127,538,456,92,151,29,9,6,216,61,26,7,10,2,65,0,5,54,11,0.474,0.419,2,78.8,45,0.893,0.402,0.4,33,0.56,0.943,0.983,0.762,1
SS,62404,구자욱,0.319,142,616,529,106,169,43,2,19,273,96,4,1,1,8,73,7,5,91,9,0.516,0.402,3,80.0,46,0.918,0.351,0.333,5,0.69,0.985,0.992,0.54,0
SS,54400,디아즈,0.314,144,628,551,93,173,32,0,50,355,158,1,0,0,11,60,10,6,100,15,0.644,0.381,4,100.0,50,1.025,0.352,1.0,1,1.0,0.984,0.945,0.508,0
SS,69418,박승규,0.287,64,200,174,39,50,5,0,6,73,14,5,4,1,0,21,0,4,43,2,0.42,0.377,1,55.6,12,0.797,0.2,0.143,9,0.56,0.692,0.696,0.571,3
SS,69442,김도환,0.286,6,14,14,3,4,1,0,0,5,1,0,0,0,0,0,0,0,4,0,0.357,0.286,0,0.0,1,0.643,1.0,0.0,0,0.5,0.516,0.523,0.5,4
SS,50458,김지찬,0.281,90,373,317,59,89,9,2,0,102,23,22,3,10,3,38,0,5,44,7,0.322,0.364,1,88.0,24,0.686,0.286,0.0,25,0.5,0.786,0.791,0.698,1
SS,62234,류지혁,0.28,129,464,400,54,112,14,0,1,129,37,11,6,14,4,33,0,13,73,11,0.323,0.351,5,64.7,29,0.674,0.247,0.2,17,0.51,0.906,0.849,0.635,2
SS,65586,전병우,0.273,59,97,77,11,21,2,0,1,26,13,1,0,0,0,19,0,1,27,3,0.338,0.423,1,100.0,2,0.761,0.381,0.412,1,0.51,0.67,0.729,0.508,3
SS,74540,강민호,0.269,127,465,412,37,111,23,1,12,172,71,2,2,1,7,38,4,7,69,16,0.417,0.336,2,50.0,26,0.753,0.333,0.3,4,0.62,0.894,0.844,0.532,2
SS,54408,양도근,0.259,116,198,166,23,43,5,0,0,48,16,5,1,11,1,18,0,2,41,3,0.289,0.337,5,83.3,12,0.626,0.22,0.286,6,0.5,0.834,0.799,0.548,2
SS,52415,이재현,0.254,139,555,457,82,116,29,1,16,195,67,6,1,10,8,69,1,11,119,8,0.427,0.36,23,85.7,29,0.787,0.256,0.333,7,0.66,0.926,0.91,0.556,2
SS,52430,김영웅,0.249,125,499,446,66,111,22,2,22,203,72,6,2,0,3,48,3,2,143,6,0.455,0.323,11,75.0,25,0.778,0.268,0.0,8,0.72,0.861,0.775,0.563,2
SS,65040,김태훈,0.237,51,98,93,4,22,1,0,2,29,8,1,0,2,0,3,0,0,24,0,0.312,0.26,2,100.0,2,0.572,0.15,0.24,1,0.52,0.634,0.581,0.508,4
SS,66406,안주형,0.235,8,18,17,3,4,0,0,1,7,2,0,1,0,0,1,0,0,5,1,0.412,0.278,2,0.0,0,0.69,0.0,0.0,1,0.51,0.52,0.528,0.508,4
SS,61404,김헌곤,0.225,77,191,173,21,39,6,0,2,51,11,2,1,2,1,11,0,4,29,4,0.295,0.286,0,66.7,6,0.581,0.114,0.333,3,0.52,0.714,0.671,0.524,3
SS,55440,함수호,0.214,6,14,14,1,3,0,0,0,3,1,0,0,0,0,0,0,0,6,0,0.214,0.214,0,0.0,1,0.428,0.25,0.0,0,0.5,0.513,0.517,0.5,4
SS,69428,이병헌,0.2,55,59,55,5,11,3,0,1,17,7,0,0,0,0,3,0,1,13,1,0.309,0.254,2,0.0,3,0.563,0.273,0.0,0,0.51,0.638,0.597,0.5,4
SS,51407,이창용,0.2,11,17,15,2,3,1,0,1,7,2,1,0,0,0,2,0,0,8,0,0.467,0.294,1,100.0,0,0.761,0.167,0.0,1,0.51,0.524,0.531,0.508,4
SS,69416,이해승,0.2,8,5,5,2,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0.2,0.2,2,0.0,0,0.4,0.5,0.0,0,0.5,0.517,0.517,0.5,4
SS,75125,박병호,0.199,77,232,196,26,39,5,0,15,89,33,0,0,0,2,27,0,7,70,5,0.454,0.315,2,0.0,9,0.769,0.208,0.063,0,0.65,0.698,0.679,0.5,0
SS,66409,이성규,0.198,68,154,126,17,25,5,1,6,50,21,2,2,1,2,15,0,10,52,3,0.397,0.327,2,50.0,3,0.724,0.256,0.154,4,0.56,0.67,0.647,0.532,3
SS,69403,양우현,0.188,14,16,16,3,3,1,0,0,4,4,0,0,0,0,0,0,0,2,0,0.25,0.188,1,0.0,0,0.438,0.286,0.0,0,0.5,0.535,0.53,0.5,4
SS,55438,심재훈,0.184,31,43,38,8,7,0,0,0,7,2,3,1,1,0,4,0,0,13,0,0.184,0.262,0,75.0,2,0.446,0.222,0.0,4,0.5,0.574,0.564,0.532,4
SS,68463,윤정빈,0.175,25,46,40,3,7,1,0,0,8,3,0,0,0,2,4,0,0,18,1,0.2,0.239,0,0.0,2,0.439,0.286,0.167,0,0.5,0.555,0.541,0.5,4
SS,65132,김재성,0.127,43,73,63,3,8,2,0,0,10,4,0,0,1,1,6,0,2,23,0,0.159,0.222,0,0.0,1,0.381,0.133,0.0,0,0.5,0.593,0.564,0.5,4
SS,67005,홍현빈,0.125,32,38,32,8,4,2,0,0,6,0,0,0,2,0,3,0,1,8,0,0.188,0.222,1,0.0,0,0.41,0.167,0.143,0,0.5,0.573,0.564,0.5,4
SS,54401,김대호,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
SS,65062,김재윤,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.5,,,0.5,3
